player,target,actual,predicted,error,model
João Cancelo,xag_p90,0.2193,0.1809,0.0385,lgbm
Eric Dier,xag_p90,0.0077,0.0164,0.0086,lgbm
Harry Kane,xag_p90,0.2029,0.1724,0.0305,lgbm
Matthijs de Ligt,xag_p90,0.0065,0.0155,0.009,lgbm
Eric Maxim Choupo-Moting,xag_p90,0.2259,0.225,0.0009,lgbm
Noussair Mazraoui,xag_p90,0.1353,0.1289,0.0065,lgbm
Leroy Sané,xag_p90,0.4548,0.4555,0.0007,lgbm
Mathys Tel,xag_p90,0.1971,0.1721,0.0251,lgbm
Sokratis Papastathopoulos,xag_p90,0.0,0.0112,0.0112,lgbm
Bernardo,xag_p90,0.0154,0.0266,0.0112,lgbm
Justin Kluivert,xag_p90,0.0892,0.1133,0.0241,lgbm
Mark Flekken,xag_p90,0.0137,0.01,0.0037,lgbm
Frank Onyeka,xag_p90,0.1395,0.1135,0.026,lgbm
Pascal Groß,xag_p90,0.2341,0.2439,0.0098,lgbm
Jacob Bruun Larsen,xag_p90,0.1081,0.1405,0.0325,lgbm
David Datro Fofana,xag_p90,0.1843,0.135,0.0493,lgbm
Jean-Philippe Mateta,xag_p90,0.1223,0.1322,0.0099,lgbm
Michael Olise,xag_p90,0.4094,0.3864,0.0231,lgbm
Chris Richards,xag_p90,0.0172,0.022,0.0048,lgbm
Christoph Zimmermann,xag_p90,0.0074,0.0158,0.0084,lgbm
Emre Can,xag_p90,0.0691,0.0801,0.011,lgbm
Niclas Füllkrug,xag_p90,0.1261,0.135,0.0088,lgbm
Ian Maatsen,xag_p90,0.0997,0.0795,0.0202,lgbm
Marcel Sabitzer,xag_p90,0.0826,0.0941,0.0115,lgbm
Jadon Sancho,xag_p90,0.2851,0.2845,0.0006,lgbm
Robin Koch,xag_p90,0.0066,0.0131,0.0065,lgbm
Omar Marmoush,xag_p90,0.1721,0.1799,0.0078,lgbm
Nicolás González,xag_p90,0.0789,0.1114,0.0326,lgbm
Bernd Leno,xag_p90,0.0,-0.0,0.0,lgbm
João Palhinha,xag_p90,0.0267,0.0275,0.0009,lgbm
Maximilian Wöber,xag_p90,0.0697,0.048,0.0217,lgbm
Ondrej Duda,xag_p90,0.1209,0.1427,0.0218,lgbm
Ozan Kabak,xag_p90,0.0434,0.0286,0.0148,lgbm
Wout Weghorst,xag_p90,0.1593,0.1746,0.0153,lgbm
Weston McKennie,xag_p90,0.1353,0.1271,0.0082,lgbm
Mattéo Guendouzi,xag_p90,0.0875,0.083,0.0044,lgbm
Daichi Kamada,xag_p90,0.1632,0.1363,0.0269,lgbm
Kevin Danso,xag_p90,0.0136,0.0233,0.0097,lgbm
Nathan Tella,xag_p90,0.3516,0.3117,0.04,lgbm
Granit Xhaka,xag_p90,0.0861,0.0925,0.0063,lgbm
Nabil Bentaleb,xag_p90,0.0412,0.0386,0.0026,lgbm
Wataru Endo,xag_p90,0.0889,0.0773,0.0115,lgbm
Ibrahima Konaté,xag_p90,0.0229,0.0375,0.0147,lgbm
Dominik Szoboszlai,xag_p90,0.2481,0.2508,0.0027,lgbm
Sepp van den Berg,xag_p90,0.0095,0.0221,0.0126,lgbm
Edimilson Fernandes,xag_p90,0.0488,0.0947,0.0458,lgbm
Brajan Gruda,xag_p90,0.2249,0.2417,0.0168,lgbm
Manuel Akanji,xag_p90,0.0179,0.0377,0.0198,lgbm
Joško Gvardiol,xag_p90,0.0541,0.0654,0.0112,lgbm
Erling Haaland,xag_p90,0.1516,0.1437,0.0079,lgbm
Stefan Ortega,xag_p90,0.0,0.0004,0.0004,lgbm
Pierre-Emerick Aubameyang,xag_p90,0.1922,0.1524,0.0399,lgbm
Christian Pulisic,xag_p90,0.166,0.1925,0.0265,lgbm
Thilo Kehrer,xag_p90,0.0748,0.0337,0.0411,lgbm
Joelinton,xag_p90,0.2041,0.1846,0.0194,lgbm
Taiwo Awoniyi,xag_p90,0.1468,0.1166,0.0302,lgbm
Callum Hudson-Odoi,xag_p90,0.1359,0.1561,0.0202,lgbm
Orel Mangala,xag_p90,0.0115,0.0268,0.0153,lgbm
Moussa Niakhate,xag_p90,0.0062,0.0203,0.0141,lgbm
Divock Origi,xag_p90,0.3119,0.2042,0.1077,lgbm
Deniz Undav,xag_p90,0.28,0.2314,0.0486,lgbm
Micky van de Ven,xag_p90,0.0,0.0055,0.0055,lgbm
Timo Werner,xag_p90,0.3004,0.283,0.0174,lgbm
Brenden Aaronson,xag_p90,0.135,0.1271,0.0079,lgbm
David Datro Fofana,xag_p90,0.0396,0.0539,0.0143,lgbm
Konstantinos Mavropanos,xag_p90,0.012,0.0189,0.0069,lgbm
Maxence Lacroix,xag_p90,0.0305,0.0274,0.0031,lgbm
Matheus Cunha,xag_p90,0.118,0.1185,0.0004,lgbm
Kai Havertz,xag_p90,0.1152,0.1123,0.0029,lgbm
Leon Bailey,xag_p90,0.1185,0.1479,0.0294,lgbm
Ian Maatsen,xag_p90,0.2133,0.2009,0.0124,lgbm
Sead Kolašinac,xag_p90,0.0851,0.077,0.0082,lgbm
Dimitris Giannoulis,xag_p90,0.1426,0.1244,0.0182,lgbm
Frank Onyeka,xag_p90,0.0452,0.0408,0.0044,lgbm
Eric Dier,xag_p90,0.0062,0.0192,0.013,lgbm
Harry Kane,xag_p90,0.2003,0.1912,0.0092,lgbm
Michael Olise,xag_p90,0.4627,0.4548,0.0079,lgbm
João Palhinha,xag_p90,0.0267,0.0404,0.0136,lgbm
Leroy Sané,xag_p90,0.3024,0.3038,0.0014,lgbm
Bernardo,xag_p90,0.0354,0.0222,0.0132,lgbm
Tyler Adams,xag_p90,0.0458,0.0727,0.0269,lgbm
Justin Kluivert,xag_p90,0.1846,0.1761,0.0085,lgbm
Sepp van den Berg,xag_p90,0.0278,0.0221,0.0057,lgbm
Mark Flekken,xag_p90,0.0137,0.0082,0.0055,lgbm
Kevin Schade,xag_p90,0.1452,0.1406,0.0046,lgbm
Edimilson Fernandes,xag_p90,0.0489,0.0529,0.004,lgbm
Brajan Gruda,xag_p90,0.2751,0.2737,0.0014,lgbm
Georginio Rutter,xag_p90,0.1359,0.1311,0.0048,lgbm
Christopher Nkunku,xag_p90,0.2052,0.1851,0.0201,lgbm
Jadon Sancho,xag_p90,0.1888,0.2195,0.0308,lgbm
Daichi Kamada,xag_p90,0.1093,0.1039,0.0054,lgbm
Maxence Lacroix,xag_p90,0.0289,0.0215,0.0074,lgbm
Jean-Philippe Mateta,xag_p90,0.1088,0.112,0.0032,lgbm
Chris Richards,xag_p90,0.0047,0.0095,0.0049,lgbm
Emre Can,xag_p90,0.0299,0.0329,0.0029,lgbm
Pascal Groß,xag_p90,0.1972,0.2184,0.0211,lgbm
Marcel Sabitzer,xag_p90,0.0891,0.0676,0.0215,lgbm
Robin Koch,xag_p90,0.007,0.0212,0.0142,lgbm
Omar Marmoush,xag_p90,0.3854,0.3172,0.0682,lgbm
Jesper Lindstrøm,xag_p90,0.1453,0.1574,0.0121,lgbm
Orel Mangala,xag_p90,0.0428,0.0511,0.0083,lgbm
Bernd Leno,xag_p90,0.0026,0.0035,0.0009,lgbm
Ondrej Duda,xag_p90,0.1203,0.1117,0.0086,lgbm
Nicolás González,xag_p90,0.0566,0.0878,0.0312,lgbm
Weston McKennie,xag_p90,0.1364,0.1297,0.0067,lgbm
Mattéo Guendouzi,xag_p90,0.0881,0.1008,0.0128,lgbm
Jannik Vestergaard,xag_p90,0.0065,0.0189,0.0124,lgbm
Kevin Danso,xag_p90,0.0833,0.0569,0.0264,lgbm
Nathan Tella,xag_p90,0.0993,0.1066,0.0073,lgbm
Granit Xhaka,xag_p90,0.1371,0.1413,0.0042,lgbm
Ibrahima Konaté,xag_p90,0.0352,0.0303,0.0048,lgbm
Dominik Szoboszlai,xag_p90,0.2674,0.2552,0.0121,lgbm
Moussa Niakhate,xag_p90,0.033,0.0233,0.0097,lgbm
Manuel Akanji,xag_p90,0.0179,0.0312,0.0133,lgbm
Nicolás González,xag_p90,0.0118,0.006,0.0058,lgbm
Joško Gvardiol,xag_p90,0.0577,0.0712,0.0135,lgbm
Erling Haaland,xag_p90,0.0987,0.1161,0.0175,lgbm
Omar Marmoush,xag_p90,0.2145,0.1768,0.0377,lgbm
Stefan Ortega,xag_p90,0.0,0.0027,0.0027,lgbm
Matthijs de Ligt,xag_p90,0.0127,0.0214,0.0086,lgbm
Noussair Mazraoui,xag_p90,0.0476,0.0565,0.0089,lgbm
Christian Pulisic,xag_p90,0.2324,0.2516,0.0191,lgbm
Thilo Kehrer,xag_p90,0.0113,0.0186,0.0073,lgbm
Joelinton,xag_p90,0.094,0.094,0.0001,lgbm
Callum Hudson-Odoi,xag_p90,0.1108,0.1389,0.0281,lgbm
Deniz Undav,xag_p90,0.1877,0.1669,0.0208,lgbm
Kevin Danso,xag_p90,0.0107,0.0188,0.0081,lgbm
Mathys Tel,xag_p90,0.2569,0.1989,0.058,lgbm
Micky van de Ven,xag_p90,0.1064,0.038,0.0684,lgbm
Oliver Burke,xag_p90,0.1685,0.143,0.0255,lgbm
Niclas Füllkrug,xag_p90,0.2165,0.2108,0.0056,lgbm
Konstantinos Mavropanos,xag_p90,0.022,0.0216,0.0004,lgbm
Matheus Cunha,xag_p90,0.2668,0.2249,0.042,lgbm
