Player,Squad,Comp,Pos,Min,Gls,xG,npxG,Ast,xAG,Sh/90,SoT/90,PrgC,PrgP,PrgR,Cmp%,KP,xA,TklW,Int,Tkl+Int,Clr,Succ%,Carries,Touches,Gls_pct,xG_pct,npxG_pct,Ast_pct,xAG_pct,Sh/90_pct,SoT/90_pct,PrgC_pct,PrgP_pct,PrgR_pct,Cmp%_pct,KP_pct,xA_pct,TklW_pct,Int_pct,Tkl+Int_pct,Clr_pct,Succ%_pct,Carries_pct,Touches_pct
Stefan Bell,Mainz 05,de Bundesliga,DF,1436,0,0.8,0.8,1,1.0,0.75,0.19,8,38,5,78.6,5,0.7,12,28,50,107,33.3,415,952,0.16515151515151516,0.31363636363636366,0.3196969696969697,0.4575757575757576,0.4106060606060606,0.4196969696969697,0.39545454545454545,0.21666666666666667,0.3303030303030303,0.1712121212121212,0.5515151515151515,0.21666666666666667,0.25757575757575757,0.4166666666666667,0.8393939393939394,0.6484848484848484,0.9,0.1774193548387097,0.34545454545454546,0.48484848484848486
Jean-Ricner Bellegarde,Wolves,eng Premier League,"MF,FW",1677,2,1.5,1.5,7,3.8,1.18,0.27,52,43,89,79.3,27,2.8,24,10,49,18,23.0,528,843,0.6029810298102981,0.516260162601626,0.516260162601626,0.9444444444444444,0.8211382113821138,0.5772357723577236,0.502710027100271,0.7533875338753387,0.34688346883468835,0.6951219512195121,0.45663956639566394,0.7628726287262872,0.7831978319783198,0.6680216802168022,0.4349593495934959,0.5799457994579946,0.3319783197831978,0.06017191977077364,0.4159891598915989,0.34688346883468835
Ramy Bensebaini,Dortmund,de Bundesliga,DF,2022,1,1.3,1.3,6,3.2,0.89,0.09,26,128,58,86.1,15,2.3,25,33,84,86,27.8,941,1766,0.42727272727272725,0.4590909090909091,0.4681818181818182,0.9227272727272727,0.8121212121212121,0.5196969696969697,0.23787878787878788,0.6212121212121212,0.8893939393939394,0.5575757575757576,0.8227272727272728,0.5757575757575758,0.6803030303030303,0.7909090909090909,0.8954545454545455,0.9166666666666666,0.8303030303030303,0.0935483870967742,0.8606060606060606,0.8545454545454545
Rodrigo Bentancur,Tottenham,eng Premier League,MF,1645,2,1.3,1.3,0,0.4,1.2,0.27,28,100,34,87.9,10,1.0,22,40,80,38,47.4,764,1302,0.6029810298102981,0.47289972899729,0.47560975609756095,0.17344173441734417,0.21002710027100271,0.592140921409214,0.502710027100271,0.5311653116531165,0.7371273712737128,0.43766937669376693,0.8414634146341463,0.38482384823848237,0.4132791327913279,0.6273712737127372,0.9376693766937669,0.8170731707317073,0.5934959349593496,0.6117478510028653,0.6612466124661247,0.6449864498644986
Sander Berge,Fulham,eng Premier League,MF,2224,0,0.4,0.4,0,0.6,0.12,0.04,29,124,9,91.5,18,0.6,30,21,71,38,55.0,804,1384,0.17615176151761516,0.1951219512195122,0.1951219512195122,0.17344173441734417,0.2791327913279133,0.0975609756097561,0.14498644986449866,0.551490514905149,0.8387533875338753,0.25609756097560976,0.9525745257452575,0.6070460704607046,0.2777777777777778,0.7764227642276422,0.7154471544715447,0.7547425474254743,0.5934959349593496,0.7936962750716332,0.7018970189701897,0.6937669376693767
Lucas Bergvall,Tottenham,eng Premier League,MF,1212,0,0.7,0.7,1,0.6,0.89,0.15,33,49,31,87.4,11,0.8,19,24,63,22,46.7,531,885,0.17615176151761516,0.3021680216802168,0.3048780487804878,0.44986449864498645,0.2791327913279133,0.502710027100271,0.35772357723577236,0.6016260162601627,0.38346883468834686,0.4051490514905149,0.8089430894308943,0.4132791327913279,0.35365853658536583,0.5365853658536586,0.7791327913279132,0.6802168021680217,0.3902439024390244,0.5931232091690545,0.42276422764227645,0.3821138211382114
Bernardo,Bochum,de Bundesliga,DF,1782,0,0.7,0.7,0,0.7,0.4,0.1,14,100,14,73.7,4,1.7,28,26,72,103,60.0,630,1249,0.16515151515151516,0.2787878787878788,0.2878787878787879,0.1712121212121212,0.31212121212121213,0.20454545454545456,0.2545454545454545,0.3424242424242424,0.7681818181818182,0.2696969696969697,0.35454545454545455,0.18636363636363637,0.5333333333333333,0.8515151515151516,0.8181818181818182,0.8409090909090909,0.8924242424242425,0.8112903225806452,0.6424242424242425,0.6606060606060606
Alexander Bernhardsson,Holstein Kiel,de Bundesliga,"FW,MF",1263,7,4.1,4.1,2,1.3,1.92,1.0,25,33,72,60.5,17,1.2,15,5,34,25,41.5,264,520,0.8803030303030303,0.8196969696969697,0.8333333333333334,0.656060606060606,0.5196969696969697,0.753030303030303,0.8954545454545455,0.5984848484848485,0.2787878787878788,0.6424242424242425,0.019696969696969695,0.6181818181818182,0.4106060606060606,0.5166666666666667,0.2515151515151515,0.44393939393939397,0.4257575757575758,0.38064516129032255,0.15757575757575756,0.1621212121212121
Victor Bernth Kristiansen,Leicester City,eng Premier League,DF,2482,0,0.3,0.3,1,1.4,0.11,0.0,40,70,78,77.4,18,1.7,51,42,129,75,44.4,816,1614,0.17615176151761516,0.15718157181571815,0.15718157181571815,0.44986449864498645,0.5067750677506775,0.09349593495934959,0.06639566395663957,0.6775067750677507,0.5894308943089431,0.6233062330623306,0.3794037940379404,0.6070460704607046,0.6111111111111112,0.9607046070460704,0.9525745257452575,0.9796747967479674,0.8116531165311653,0.4871060171919771,0.7127371273712737,0.7777777777777778
Matúš Bero,Bochum,de Bundesliga,MF,2565,5,4.0,3.0,2,3.7,1.09,0.42,29,143,111,67.9,54,3.8,35,17,82,35,34.5,736,1619,0.8272727272727273,0.8090909090909091,0.7484848484848485,0.656060606060606,0.8560606060606061,0.5848484848484848,0.6333333333333333,0.6666666666666666,0.9378787878787879,0.7848484848484848,0.13787878787878788,0.9651515151515152,0.8424242424242424,0.9363636363636364,0.6484848484848484,0.8939393939393939,0.543939393939394,0.21129032258064517,0.7151515151515152,0.8181818181818182
Beto,Everton,eng Premier League,FW,1534,8,8.2,8.2,0,1.2,2.87,1.35,15,16,77,58.2,12,0.5,6,4,18,24,50.0,267,520,0.8983739837398373,0.9146341463414634,0.9308943089430894,0.17344173441734417,0.44986449864498645,0.9322493224932249,0.983739837398374,0.3319783197831978,0.12195121951219512,0.6151761517615176,0.008130081300813009,0.43766937669376693,0.23712737127371275,0.17750677506775067,0.1910569105691057,0.18699186991869918,0.4363143631436314,0.6848137535816619,0.13008130081300814,0.14498644986449866
Tom Bischof,Hoffenheim,de Bundesliga,"MF,FW",2559,5,2.2,2.2,2,3.6,1.79,0.63,47,138,102,78.7,50,4.8,53,30,125,53,45.3,962,1951,0.8272727272727273,0.6681818181818182,0.6727272727272727,0.656060606060606,0.8454545454545455,0.7378787878787879,0.740909090909091,0.8363636363636363,0.9075757575757576,0.7606060606060606,0.5606060606060606,0.953030303030303,0.9121212121212121,0.996969696969697,0.8621212121212121,0.9878787878787879,0.6742424242424242,0.5064516129032258,0.8727272727272727,0.9030303030303031
Yves Bissouma,Tottenham,eng Premier League,MF,1408,2,0.6,0.6,0,0.3,0.7,0.26,15,75,3,88.6,6,0.6,31,18,67,40,31.8,610,1039,0.6029810298102981,0.26558265582655827,0.2682926829268293,0.17344173441734417,0.17750677506775067,0.4186991869918699,0.497289972899729,0.3319783197831978,0.6205962059620597,0.15989159891598917,0.8726287262872628,0.24932249322493225,0.2777777777777778,0.7913279132791328,0.6436314363143631,0.7195121951219512,0.6165311653116531,0.1518624641833811,0.5040650406504065,0.48509485094850946
Leonardo Bittencourt,Werder Bremen,de Bundesliga,MF,982,2,1.6,1.6,1,1.6,2.47,0.82,19,64,38,84.0,14,1.9,9,15,40,11,20.0,530,801,0.6060606060606061,0.5484848484848485,0.5575757575757576,0.4575757575757576,0.5954545454545455,0.8696969696969697,0.8257575757575758,0.46515151515151515,0.6060606060606061,0.4409090909090909,0.7651515151515151,0.5515151515151515,0.603030303030303,0.27424242424242423,0.5909090909090909,0.5166666666666667,0.18484848484848485,0.043548387096774194,0.5272727272727272,0.3712121212121212
Myron Boadu,Bochum,de Bundesliga,FW,1042,9,7.7,6.9,1,1.1,2.33,1.12,12,18,70,71.3,11,1.6,1,1,3,4,47.8,179,287,0.9257575757575758,0.9303030303030303,0.9287878787878788,0.4575757575757576,0.45454545454545453,0.8424242424242424,0.9151515151515152,0.3106060606060606,0.1318181818181818,0.6196969696969697,0.27121212121212124,0.43787878787878787,0.5060606060606061,0.07727272727272727,0.10303030303030303,0.0803030303030303,0.03636363636363636,0.5983870967741935,0.04242424242424243,0.012121212121212121
Victor Boniface,Leverkusen,de Bundesliga,FW,1008,8,7.8,7.1,1,1.1,4.46,1.52,26,23,61,70.2,10,1.0,4,0,5,5,42.9,207,400,0.906060606060606,0.9363636363636364,0.9378787878787879,0.4575757575757576,0.45454545454545453,0.996969696969697,0.9757575757575757,0.6212121212121212,0.18636363636363637,0.5742424242424242,0.22272727272727272,0.3924242424242424,0.33636363636363636,0.1409090909090909,0.04242424242424243,0.09393939393939393,0.048484848484848485,0.4161290322580645,0.09090909090909091,0.08484848484848485
Sebastiaan Bornauw,Wolfsburg,de Bundesliga,DF,788,2,1.2,1.2,1,0.5,0.91,0.34,3,21,1,81.8,1,0.1,6,12,21,36,0.0,206,428,0.6060606060606061,0.43636363636363634,0.44545454545454544,0.4575757575757576,0.24696969696969698,0.5318181818181819,0.5984848484848485,0.11969696969696969,0.16363636363636364,0.08787878787878788,0.6727272727272727,0.06666666666666667,0.05454545454545454,0.1893939393939394,0.509090909090909,0.27424242424242423,0.5575757575757576,0.01129032258064516,0.08787878787878788,0.1
Carlo Boukhalfa,St. Pauli,de Bundesliga,MF,1646,2,1.5,1.5,0,1.1,1.15,0.22,10,41,44,71.3,11,1.1,11,12,38,25,42.9,290,651,0.6060606060606061,0.5257575757575758,0.5348484848484848,0.1712121212121212,0.45454545454545453,0.6,0.44696969696969696,0.2590909090909091,0.3621212121212121,0.47575757575757577,0.27121212121212124,0.43787878787878787,0.37424242424242427,0.36666666666666664,0.509090909090909,0.4818181818181818,0.4257575757575758,0.4161290322580645,0.20303030303030303,0.27575757575757576
Jarrod Bowen,West Ham,eng Premier League,"FW,MF",2973,13,8.6,7.8,8,6.8,2.6,1.09,109,91,212,71.7,51,6.5,26,16,57,25,33.8,741,1252,0.9688346883468835,0.9227642276422764,0.9227642276422764,0.967479674796748,0.9525745257452575,0.8861788617886179,0.926829268292683,0.9444444444444444,0.7140921409214093,0.9376693766937669,0.16531165311653118,0.9336043360433605,0.9701897018970189,0.7113821138211383,0.6151761517615176,0.6260162601626016,0.45121951219512196,0.23209169054441262,0.6341463414634146,0.6043360433604336
Conor Bradley,Liverpool,eng Premier League,DF,754,0,0.7,0.7,2,1.4,1.19,0.36,35,33,39,83.8,7,1.4,10,4,18,31,40.0,369,663,0.17615176151761516,0.3021680216802168,0.3048780487804878,0.6273712737127372,0.5067750677506775,0.5840108401084011,0.5962059620596206,0.6233062330623306,0.24796747967479674,0.4634146341463415,0.6626016260162602,0.2777777777777778,0.5420054200542005,0.3035230352303523,0.1910569105691057,0.18699186991869918,0.5149051490514905,0.3553008595988539,0.25474254742547425,0.23848238482384823
Julian Brandt,Dortmund,de Bundesliga,MF,2303,5,4.8,4.8,10,8.5,1.76,0.59,61,149,199,78.8,61,6.6,11,14,40,13,35.2,869,1455,0.8272727272727273,0.8515151515151516,0.8606060606060606,0.990909090909091,0.9954545454545455,0.7303030303030303,0.7242424242424242,0.9151515151515152,0.9424242424242424,0.9545454545454546,0.5666666666666667,0.9803030303030303,0.9636363636363636,0.36666666666666664,0.5681818181818182,0.5166666666666667,0.21666666666666667,0.2161290322580645,0.8227272727272728,0.7545454545454545
Jarrad Branthwaite,Everton,eng Premier League,DF,2511,0,1.2,1.2,1,0.7,0.36,0.11,10,66,2,82.1,3,0.6,20,27,63,191,50.0,747,1520,0.17615176151761516,0.44173441734417346,0.4444444444444444,0.44986449864498645,0.31029810298102983,0.1937669376693767,0.2777777777777778,0.23170731707317074,0.5501355013550135,0.13279132791327913,0.575880758807588,0.15040650406504066,0.2777777777777778,0.5691056910569106,0.8306233062330624,0.6802168021680217,0.975609756097561,0.6848137535816619,0.6422764227642277,0.7425474254742548
James Bree,Southampton,eng Premier League,DF,1075,0,0.1,0.1,1,0.9,0.33,0.08,13,34,43,83.5,10,0.7,14,9,28,29,50.0,363,694,0.17615176151761516,0.0989159891598916,0.0989159891598916,0.44986449864498645,0.3617886178861789,0.16666666666666666,0.21680216802168023,0.2859078590785908,0.26287262872628725,0.483739837398374,0.6409214092140921,0.38482384823848237,0.3170731707317073,0.4146341463414634,0.3997289972899729,0.3346883468834688,0.494579945799458,0.6848137535816619,0.23577235772357724,0.26422764227642276
Nathan Broadhead,Ipswich Town,eng Premier League,"MF,FW",702,2,1.7,1.7,0,0.7,1.67,1.03,20,14,33,78.1,7,1.1,4,4,13,5,50.0,174,317,0.6029810298102981,0.5636856368563685,0.5636856368563685,0.17344173441734417,0.31029810298102983,0.7127371273712737,0.9024390243902439,0.4241192411924119,0.10569105691056911,0.42276422764227645,0.3915989159891599,0.2777777777777778,0.44173441734417346,0.1111111111111111,0.1910569105691057,0.13008130081300814,0.04607046070460705,0.6848137535816619,0.03387533875338753,0.03523035230352303
David Brooks,Bournemouth,eng Premier League,"FW,MF",960,2,2.5,2.5,0,1.9,2.34,1.13,35,35,83,75.4,20,2.0,6,5,19,9,32.4,342,545,0.6029810298102981,0.6626016260162602,0.6747967479674797,0.17344173441734417,0.6165311653116531,0.8550135501355014,0.9363143631436315,0.6233062330623306,0.2777777777777778,0.6666666666666666,0.2872628726287263,0.6476964769647696,0.6747967479674797,0.17750677506775067,0.23577235772357724,0.21002710027100271,0.13279132791327913,0.16332378223495703,0.21544715447154472,0.17208672086720866
Moritz Broschinski,Bochum,de Bundesliga,"FW,MF",1390,1,4.2,4.2,3,1.8,2.46,0.71,37,20,130,63.4,13,1.5,14,1,20,18,26.4,322,552,0.42727272727272725,0.8287878787878787,0.843939393939394,0.7757575757575758,0.6439393939393939,0.8651515151515151,0.7712121212121212,0.7606060606060606,0.15151515151515152,0.8590909090909091,0.05454545454545454,0.5166666666666667,0.48333333333333334,0.4893939393939394,0.10303030303030303,0.25303030303030305,0.32575757575757575,0.08387096774193549,0.2515151515151515,0.19242424242424241
Nathaniel Brown,Eint Frankfurt,de Bundesliga,"DF,MF",1947,3,2.2,2.2,6,5.1,0.6,0.23,45,63,119,80.7,39,4.6,42,15,86,55,33.3,600,1174,0.7318181818181818,0.6681818181818182,0.6727272727272727,0.9227272727272727,0.9303030303030303,0.3196969696969697,0.4666666666666667,0.8181818181818182,0.5893939393939394,0.8181818181818182,0.6318181818181818,0.9151515151515152,0.8939393939393939,0.9696969696969697,0.5909090909090909,0.9272727272727272,0.693939393939394,0.1774193548387097,0.6060606060606061,0.6272727272727273
Santiago Bueno,Wolves,eng Premier League,DF,1687,0,0.4,0.4,0,0.0,0.32,0.16,1,28,1,88.0,0,0.1,21,15,56,70,0.0,555,1025,0.17615176151761516,0.1951219512195122,0.1951219512195122,0.17344173441734417,0.037940379403794036,0.15989159891598917,0.3821138211382114,0.08265582655826559,0.21138211382113822,0.10298102981029811,0.8495934959349594,0.023035230352303523,0.08265582655826559,0.5962059620596206,0.5948509485094851,0.6178861788617886,0.7818428184281843,0.012893982808022923,0.45663956639566394,0.47560975609756095
Marius Bülter,Hoffenheim,de Bundesliga,"FW,DF",1729,7,3.7,3.7,2,3.1,1.93,0.78,57,35,155,67.2,22,3.4,10,4,17,14,51.1,511,774,0.8803030303030303,0.7803030303030303,0.796969696969697,0.656060606060606,0.7984848484848485,0.7575757575757576,0.8121212121212121,0.8924242424242425,0.3,0.9196969696969697,0.12727272727272726,0.7303030303030303,0.8090909090909091,0.3106060606060606,0.20757575757575758,0.2196969696969697,0.23484848484848486,0.6629032258064517,0.49393939393939396,0.3393939393939394
Facundo Buonanotte,Leicester City,eng Premier League,"FW,MF",1523,5,3.9,3.9,2,3.1,2.13,0.71,39,54,74,76.4,24,2.3,32,12,65,14,33.7,479,874,0.8130081300813008,0.7615176151761518,0.7669376693766937,0.6273712737127372,0.7696476964769647,0.8238482384823849,0.7818428184281843,0.6639566395663956,0.44986449864498645,0.6056910569105691,0.33739837398373984,0.7168021680216802,0.7181571815718157,0.8062330623306233,0.502710027100271,0.6978319783197832,0.25474254742547425,0.22636103151862463,0.3604336043360434,0.37398373983739835
Cameron Burgess,Ipswich Town,eng Premier League,DF,1541,0,1.1,1.1,2,0.5,0.58,0.12,2,42,4,80.9,7,0.4,12,14,31,128,,430,982,0.17615176151761516,0.41192411924119243,0.4146341463414634,0.6273712737127372,0.24796747967479674,0.35501355013550134,0.2981029810298103,0.09078590785907859,0.33604336043360433,0.17886178861788618,0.5149051490514905,0.2777777777777778,0.20596205962059622,0.3617886178861789,0.5704607046070461,0.3902439024390244,0.924119241192412,,0.32113821138211385,0.45528455284552843
Jonathan Burkardt,Mainz 05,de Bundesliga,FW,2109,18,14.8,13.2,2,3.1,2.99,1.19,32,42,157,72.5,20,2.7,8,1,16,14,41.0,447,788,0.990909090909091,0.990909090909091,0.990909090909091,0.656060606060606,0.7984848484848485,0.9484848484848485,0.9424242424242424,0.706060606060606,0.37424242424242427,0.9272727272727272,0.3106060606060606,0.6757575757575758,0.7439393939393939,0.24696969696969698,0.10303030303030303,0.20909090909090908,0.23484848484848486,0.36935483870967745,0.39090909090909093,0.353030303030303
Oliver Burke,Werder Bremen,de Bundesliga,FW,908,5,4.1,4.1,0,1.7,3.47,1.19,22,15,88,59.9,14,1.1,4,2,13,6,58.3,246,440,0.8272727272727273,0.8196969696969697,0.8333333333333334,0.1712121212121212,0.6212121212121212,0.9727272727272728,0.9424242424242424,0.5348484848484848,0.10757575757575757,0.7,0.015151515151515152,0.5515151515151515,0.37424242424242427,0.1409090909090909,0.13787878787878788,0.16363636363636364,0.06666666666666667,0.7887096774193548,0.13333333333333333,0.10606060606060606
Dan Burn,Newcastle Utd,eng Premier League,DF,3330,1,2.0,2.0,1,0.9,0.62,0.19,12,75,14,88.4,9,1.1,24,27,66,197,75.0,1346,2386,0.44579945799457993,0.6084010840108401,0.6097560975609756,0.44986449864498645,0.3617886178861789,0.36720867208672087,0.4146341463414634,0.2682926829268293,0.6205962059620597,0.3008130081300813,0.8672086720867209,0.34552845528455284,0.44173441734417346,0.6680216802168022,0.8306233062330624,0.7100271002710027,0.978319783197832,0.9169054441260746,0.959349593495935,0.967479674796748
Wes Burns,Ipswich Town,eng Premier League,"FW,DF",926,0,0.5,0.5,1,1.6,0.68,0.1,38,8,65,60.5,10,1.2,11,10,23,13,37.5,216,350,0.17615176151761516,0.23441734417344173,0.23577235772357724,0.44986449864498645,0.5609756097560976,0.4024390243902439,0.25338753387533874,0.6504065040650406,0.07994579945799458,0.5704607046070461,0.018970189701897018,0.38482384823848237,0.47560975609756095,0.3346883468834688,0.4349593495934959,0.2750677506775068,0.23306233062330622,0.29369627507163326,0.07859078590785908,0.04742547425474255
Marnon Busch,Heidenheim,de Bundesliga,"DF,MF",1396,0,0.4,0.4,1,1.1,0.84,0.19,22,63,43,72.7,12,1.8,17,13,39,65,37.5,495,1030,0.16515151515151516,0.19393939393939394,0.2,0.4575757575757576,0.45454545454545453,0.4893939393939394,0.39545454545454545,0.5348484848484848,0.5893939393939394,0.4712121212121212,0.3181818181818182,0.4818181818181818,0.5666666666666667,0.5818181818181818,0.5454545454545454,0.49696969696969695,0.7651515151515151,0.2693548387096774,0.4621212121212121,0.543939393939394
Anthony Caci,Mainz 05,de Bundesliga,DF,2684,1,3.1,3.1,7,6.6,1.07,0.4,45,133,152,71.8,50,7.9,40,27,87,47,45.3,960,1973,0.42727272727272725,0.740909090909091,0.7606060606060606,0.9484848484848485,0.9712121212121212,0.5772727272727273,0.6196969696969697,0.8181818181818182,0.9,0.9121212121212121,0.29393939393939394,0.953030303030303,0.9727272727272728,0.956060606060606,0.8287878787878787,0.9303030303030303,0.6363636363636364,0.5064516129032258,0.8696969696969697,0.9151515151515152
