player,team,league,position,age,minutes,goals,assists,xg,xag,npxg,shots_p90,shots_on_target_p90,prog_carries,prog_passes,prog_receptions,key_passes,xa,pass_completion_pct,tackles_won,interceptions,clearances,carries,touches,goals_p90,assists_p90,xg_p90,xag_p90,npxg_p90,prog_carries_p90,prog_passes_p90,prog_receptions_p90,key_passes_p90,xa_p90,tackles_won_p90,interceptions_p90,clearances_p90,carries_p90,touches_p90,goals_zscore,assists_zscore,xg_zscore,xag_zscore,npxg_zscore,prog_carries_zscore,prog_passes_zscore,prog_receptions_zscore,key_passes_zscore,xa_zscore,tackles_won_zscore,interceptions_zscore,clearances_zscore,carries_zscore,touches_zscore,shots_zscore,shots_on_target_zscore,pass_completion_zscore
Patrick Wimmer,Arminia,Bundesliga,"FW,MF",20.0,2052.0,3.0,6.0,3.7,3.8,3.7,,,64.0,,105.0,40.0,3.8,56.2,31.0,27.0,13.0,570.0,1177.0,0.13157894736842105,0.2631578947368421,0.16228070175438597,0.16666666666666666,0.16228070175438597,2.807017543859649,,4.605263157894736,1.7543859649122806,0.16666666666666666,1.3596491228070176,1.1842105263157894,0.5701754385964912,25.0,51.622807017543856,-0.05902497787460642,1.4326982133154296,0.12744902101271327,0.7739829865645613,0.21408635044269492,1.1219359847807742,,0.41817945125294675,1.2973544476522314,0.8533798672367267,0.8101325205606845,0.4238569675071403,-0.7380106700140318,-0.17055374546045307,0.06129481517552326,,,-2.430339271879541
Pierre-Emerick Aubameyang,Arsenal,Premier League,FW,32.0,1037.0,4.0,1.0,5.9,1.0,4.2,,,21.0,,47.0,9.0,0.8,70.7,5.0,0.0,4.0,142.0,319.0,0.3471552555448409,0.08678881388621022,0.5120540019286403,0.08678881388621022,0.364513018322083,1.8225650916104146,,4.07907425265188,0.781099324975892,0.06943105110896818,0.4339440694310511,0.0,0.3471552555448409,12.32401157184185,27.685631629701064,1.3492471215890816,-0.032350074817842196,2.5867661627424896,-0.053085551166624854,1.8089382834047125,0.17765080731472918,,0.24571297551318547,-0.10538633419753748,-0.17784026621668023,-0.7216610665414056,-1.345636295728189,-0.8599283042809579,-1.1472203265678529,-1.0634193434798196,,,-0.8105654007101878
Gabriel Dos Santos,Arsenal,Premier League,DF,23.0,3063.0,5.0,0.0,3.2,0.7,3.2,,,12.0,,9.0,8.0,0.8,89.7,30.0,13.0,112.0,1554.0,2343.0,0.14691478942213515,0.0,0.0940254652301665,0.02056807051909892,0.0940254652301665,0.3525954946131244,,0.2644466209598433,0.23506366307541626,0.023506366307541625,0.881488736532811,0.3819784524975514,3.2908912830558275,45.661116552399605,68.84427032321254,0.13268561899919437,-0.8526137525328835,-0.24268813135515746,-0.8570214337122871,-0.20405226830976897,-0.8566061601268141,,-0.937062613350574,-0.9193945967532232,-0.7928616283665751,0.07185629247318166,-0.7338305788057816,0.9072837795320426,1.2247291435951295,0.8212847880407164,,,1.3889769693808014
Mohamed Elneny,Arsenal,Premier League,MF,29.0,806.0,0.0,2.0,0.2,0.4,0.2,,,5.0,,2.0,9.0,0.6,93.5,8.0,14.0,13.0,365.0,630.0,0.0,0.22332506203473945,0.022332506203473945,0.04466501240694789,0.022332506203473945,0.5583126550868487,,0.22332506203473945,1.0049627791563276,0.06699751861042183,0.8933002481389578,1.5632754342431763,1.4516129032258065,40.75682382133995,70.34739454094293,-0.7598955881507368,1.2580895571209574,-0.7279467512013909,-0.5644787158532674,-0.7375971486397854,-0.7118654750290723,,-0.9498128948376982,0.22834040583422383,-0.21043002657243381,0.09279864791755714,1.1582244365744145,-0.19688960692472923,0.8757865898927206,0.8901146743846405,,,1.828885443398999
Rob Holding,Arsenal,Premier League,DF,25.0,845.0,1.0,0.0,0.4,0.0,0.4,,,4.0,,0.0,0.0,0.0,88.2,9.0,10.0,42.0,331.0,587.0,0.10650887573964497,0.0,0.042603550295857995,0.0,0.042603550295857995,0.4260355029585799,,0.0,0.0,0.0,0.9585798816568047,1.0650887573964496,4.4733727810650885,35.25443786982249,62.5207100591716,-0.11280062069505882,-0.8526137525328835,-0.5907408245294278,-1.1067227974279588,-0.5867383761568596,-0.8049344517626361,,-1.019057774616176,-1.2698181630529466,-1.1076578537118076,0.20854245226668583,0.36029079660984825,1.6171625093630466,0.48428944429637505,0.5317212715137255,,,1.2153288875315127
Alexandre Lacazette,Arsenal,Premier League,FW,30.0,1782.0,4.0,7.0,8.4,3.0,6.0,,,19.0,,106.0,24.0,1.9,76.8,10.0,5.0,6.0,349.0,638.0,0.20202020202020204,0.3535353535353536,0.4242424242424243,0.15151515151515152,0.30303030303030304,0.9595959595959596,,5.353535353535354,1.2121212121212122,0.09595959595959597,0.505050505050505,0.2525252525252525,0.30303030303030304,17.626262626262626,32.22222222222222,0.46747870477866377,2.4887409256565025,1.9924075873255018,0.7327078833346731,1.351378874251245,-0.4295262658003255,,0.6408764422059422,0.5371639641794654,0.1774288414633114,-0.5955860730282767,-0.9411726613214435,-0.8864178225504677,-0.7699628656533791,-0.8556833418979762,,,-0.10439653452308137
Martinelli,Arsenal,Premier League,"FW,MF",20.0,1860.0,6.0,6.0,7.3,4.3,6.6,,,79.0,,207.0,34.0,3.3,74.0,19.0,20.0,15.0,554.0,898.0,0.2903225806451613,0.2903225806451613,0.3532258064516129,0.20806451612903226,0.3193548387096774,3.8225806451612905,,10.016129032258066,1.6451612903225807,0.1596774193548387,0.9193548387096775,0.967741935483871,0.7258064516129032,26.806451612903224,43.45161290322581,1.003960048946192,1.8913005500171098,1.5117268286684902,1.4192308825741455,1.4728674074871522,1.5848431910734404,,2.0865750834485532,1.1827229015697547,1.0307351343037,0.1389946400042709,0.20437272903056547,-0.6326127559478022,-0.11678843987293451,-0.34147588308126586,,,-0.4285396206417531
Eddie Nketiah,Arsenal,Premier League,FW,22.0,835.0,5.0,1.0,4.4,2.0,4.4,,,27.0,,66.0,11.0,1.4,80.3,4.0,4.0,5.0,210.0,358.0,0.5389221556886228,0.10778443113772455,0.4742514970059881,0.2155688622754491,0.4742514970059881,2.910179640718563,,7.113772455089821,1.18562874251497,0.15089820359281436,0.4311377245508982,0.4311377245508982,0.5389221556886228,22.634730538922156,38.58682634730539,2.5143274507717055,0.16608497056950913,2.33089736314856,1.5103354645433067,2.625621040984894,0.9428863112351336,,1.1866611623274796,0.4976700434345654,0.9131642623442191,-0.7266368455897942,-0.6550933529614146,-0.7448049440196115,-0.4136082026228189,-0.5642403770477338,,,0.3007823231252587
Thomas Partey,Arsenal,Premier League,MF,28.0,2028.0,2.0,1.0,2.8,1.0,2.8,,,20.0,,11.0,18.0,1.3,85.9,29.0,23.0,35.0,807.0,1447.0,0.08875739644970415,0.044378698224852076,0.1242603550295858,0.044378698224852076,0.1242603550295858,0.8875739644970414,,0.4881656804733728,0.7988165680473372,0.057692307692307696,1.28698224852071,1.0207100591715976,1.5532544378698225,35.81360946745562,64.21597633136095,-0.22064978193767176,-0.43317912048628693,-0.03804124420677488,-0.5679546394531051,0.020958261020123797,-0.4802002732031018,,-0.8676955694593751,-0.078974172399042,-0.33504500256401337,0.7908150118651532,0.2892105010957635,-0.1358711777715967,0.524074745854792,0.6093495762546784,,,0.9490684953626038
Nicolas Pépé,Arsenal,Premier League,"FW,MF",26.0,696.0,1.0,2.0,2.6,1.7,2.6,,,20.0,,97.0,13.0,1.7,80.3,5.0,8.0,2.0,285.0,508.0,0.12931034482758622,0.25862068965517243,0.33620689655172414,0.21982758620689655,0.33620689655172414,2.586206896551724,,12.543103448275863,1.6810344827586208,0.21982758620689655,0.646551724137931,1.0344827586206897,0.25862068965517243,36.85344827586207,65.6896551724138,0.025729767452780328,1.5916777238765933,1.3965331912258985,1.562037405781963,1.598281803917654,0.7149420948376244,,2.8700968165051974,1.2362012310721766,1.8362635273858219,-0.34469787812533426,0.31126990315185893,-0.9130782311810447,0.5980597278168737,0.6768311229829124,,,0.3007823231252587
Aaron Ramsdale,Arsenal,Premier League,GK,23.0,3060.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,68.2,1.0,0.0,26.0,807.0,1258.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.029411764705882353,0.0,0.7647058823529411,23.735294117647058,37.0,-0.7598955881507368,-0.8526137525328835,-0.8791058229586382,-1.1067227974279588,-0.9037974912057206,-1.1046890781252832,,-1.019057774616176,-1.2698181630529466,-1.1076578537118076,-1.4389155210752418,-1.345636295728189,-0.6092602734511409,-0.33530262692991925,-0.6369030857209335,,,-1.0999788704590021
Bukayo Saka,Arsenal,Premier League,"FW,MF",19.0,2978.0,11.0,7.0,10.3,7.5,8.7,,,140.0,,388.0,65.0,6.9,75.3,21.0,22.0,23.0,1033.0,1631.0,0.33243787777031564,0.21155137676292815,0.31128274009402285,0.22666218938885158,0.2629281396910678,4.231027535258563,,11.725990597716589,1.9644056413700473,0.20852921423774345,0.6346541302887845,0.6648757555406313,0.6950973807924782,31.218938885157822,49.29147078576226,1.2598316524471567,1.1468133920384682,1.2278323602420265,1.6450111457545544,1.0529352860623293,1.872222632645464,,2.616740204457666,1.6586396917339672,1.684956226125283,-0.36579286136117817,-0.280720760249206,-0.6510483223604641,0.19716194225020117,-0.07406168698336772,,,-0.27804461637237
Albert Sambi Lokonga,Arsenal,Premier League,MF,21.0,1134.0,0.0,0.0,0.6,1.0,0.6,,,28.0,,16.0,18.0,0.8,89.7,18.0,13.0,12.0,606.0,929.0,0.0,0.0,0.04761904761904761,0.07936507936507936,0.04761904761904761,2.2222222222222223,,1.2698412698412698,1.4285714285714284,0.0634920634920635,1.4285714285714284,1.0317460317460316,0.9523809523809523,48.095238095238095,73.73015873015873,-0.7598955881507368,-0.8526137525328835,-0.5567930932328674,-0.14321148845705647,-0.5494126337767691,0.45884585567988195,,-0.6253267474454309,0.8598393440423958,-0.2573749275809017,1.041859165617388,0.30688655341937177,-0.4965933602210229,1.397917946498538,1.0450155614341392,,,1.3889769693808014
Emile Smith Rowe,Arsenal,Premier League,"MF,FW",21.0,1921.0,10.0,2.0,6.0,2.0,6.0,,,65.0,,139.0,29.0,2.2,85.2,7.0,15.0,10.0,636.0,1025.0,0.4685059864653826,0.09370119729307652,0.28110359187922956,0.09370119729307652,0.28110359187922956,3.045288912024987,,6.512233211868819,1.3586673607496096,0.10307131702238417,0.3279541905257678,0.7027589796980739,0.4685059864653826,29.796980739198332,48.02186361270172,2.0865138210114074,0.03298066057539116,1.0235627637619449,0.030832459597552157,1.1881984917429063,1.0379479407409826,,1.000145989335407,0.7556291380731289,0.2726686976360474,-0.9095860156550839,-0.22004410960717793,-0.7870778597920046,0.09598900378210151,-0.13219854379958992,,,0.8680327238329355
Cédric Soares,Arsenal,Premier League,DF,29.0,1486.0,1.0,1.0,0.6,1.6,0.6,,,17.0,,56.0,18.0,1.4,78.7,26.0,16.0,31.0,677.0,1252.0,0.06056527590847914,0.06056527590847914,0.03633916554508748,0.09690444145356664,0.03633916554508748,1.0296096904441452,,3.391655450874832,1.0901749663526246,0.08479138627187079,1.5746971736204574,0.9690444145356663,1.8775235531628531,41.00269179004037,75.82772543741588,-0.3919310878142308,-0.28019556021087955,-0.6331417344599679,0.06972062047029526,-0.6333584411892796,-0.3802652544880988,,0.032569713163559465,0.3553713477452491,0.02786466775978209,1.300946858576043,0.2064588784582354,0.0587971938478949,0.8932802024433346,1.141065692458776,,,0.11555770248601821
Nuno Tavares,Arsenal,Premier League,DF,21.0,1176.0,1.0,1.0,1.9,1.1,1.9,,,47.0,,91.0,9.0,1.0,81.8,14.0,9.0,33.0,510.0,902.0,0.07653061224489796,0.07653061224489796,0.14540816326530612,0.08418367346938777,0.14540816326530612,3.5969387755102042,,6.964285714285714,0.6887755102040816,0.07653061224489796,1.0714285714285714,0.6887755102040816,2.5255102040816326,39.03061224489796,69.03061224489797,-0.29493364299763486,-0.12930300951375268,0.10509911959684033,-0.08471258755525152,0.1783419841576855,1.4260836654955769,,1.1403108275233786,-0.24301900784626362,-0.08276325525044798,0.40862838973488497,-0.24244109698407568,0.44780280744614404,0.7529658879595835,0.8298176113027103,,,0.47443040497454736
Kieran Tierney,Arsenal,Premier League,DF,24.0,1915.0,1.0,3.0,0.6,1.8,0.6,,,62.0,,128.0,22.0,1.9,77.7,14.0,15.0,54.0,730.0,1347.0,0.04699738903394256,0.1409921671018277,0.028198433420365536,0.08459530026109661,0.028198433420365536,2.9138381201044385,,6.015665796344647,1.0339425587467364,0.08929503916449086,0.6579634464751958,0.7049608355091384,2.5378590078328984,34.30809399477807,63.30548302872063,-0.47436282183217393,0.4799399296454422,-0.6882428279147613,-0.07971533848727674,-0.693942437250404,0.9454603833811237,,0.8461787154584968,0.2715423094453015,0.08817738952686696,-0.3244643675139451,-0.21651745001619827,0.4552161607515775,0.4169566673707033,0.5676569803943953,,,-0.0002076854135075392
Takehiro Tomiyasu,Arsenal,Premier League,DF,22.0,1679.0,0.0,1.0,0.6,1.0,0.6,,,32.0,,41.0,12.0,0.6,81.4,17.0,24.0,64.0,633.0,1310.0,0.0,0.05360333531864205,0.03216200119118523,0.05360333531864205,0.03216200119118523,1.7153067301965457,,2.197736748064324,0.6432400238237046,0.03216200119118523,0.9112567004169148,1.2864800476474092,3.4306134603930913,33.93091125670042,70.22036926742109,-0.7598955881507368,-0.34599467344384366,-0.6614151526137757,-0.4559653082242641,-0.6644452408635936,0.1021848195587514,,-0.3376205211439969,-0.3109015011327089,-0.6769457461035078,0.12463626690014702,0.7148879110982196,0.9911631484222799,0.3901199520572509,0.8842980325953708,,,0.428124249814738
Ben White,Arsenal,Premier League,DF,23.0,2880.0,0.0,0.0,1.0,1.3,1.0,,,38.0,,4.0,9.0,0.6,85.8,23.0,42.0,102.0,1295.0,2145.0,0.0,0.0,0.03125,0.040625,0.03125,1.1875,,0.125,0.28125,0.01875,0.71875,1.3125,3.1875,40.46875,67.03125,-0.7598955881507368,-0.8526137525328835,-0.6675880940761011,-0.6135254461484781,-0.671232428517971,-0.2691750978731481,,-0.9802998766290557,-0.850541841343551,-0.8565586770887744,-0.21668700144908684,0.7565634441008717,0.845214924488787,0.8552900126316292,0.7382643820663066,,,0.9374919565726503
Granit Xhaka,Arsenal,Premier League,"MF,DF",28.0,2327.0,1.0,2.0,1.4,2.3,1.4,,,39.0,,67.0,35.0,2.3,87.0,18.0,21.0,31.0,1030.0,1786.0,0.03867640739149119,0.07735281478298238,0.05414697034808766,0.08895573700042973,0.05414697034808766,1.5083798882681565,,2.59131929522991,1.3536742587021917,0.08895573700042973,0.6961753330468414,0.812204555221315,1.198968629136227,39.83669961323593,69.07606360120327,-0.5249169686835912,-0.12153215924496102,-0.5126084087539157,-0.02677857909624096,-0.5008312974983695,-0.0434069861849057,,-0.21558506344355932,0.7481856199918453,0.083633469845685,-0.25671292828519243,-0.044747758833540444,-0.3485594611184074,0.8103193536354243,0.8318988841953759,,,1.0764104220520816
Martin Ødegaard,Arsenal,Premier League,"MF,FW",22.0,2785.0,7.0,4.0,4.8,6.3,4.8,,,57.0,,146.0,76.0,6.8,84.8,21.0,11.0,11.0,1133.0,1867.0,0.22621184919210055,0.12926391382405747,0.15511669658886895,0.20359066427289046,0.15511669658886895,1.8420107719928187,,4.718132854578097,2.4560143626570916,0.21974865350089767,0.6786355475763016,0.355475763016158,0.355475763016158,36.614003590664275,60.333931777378815,0.6144551236985757,0.36909315416801125,0.17081198101701442,1.3649172361626767,0.2505936853097014,0.1913326075800036,,0.4438615203231692,2.3915104344237146,1.8352064640532912,-0.28781177777969563,-0.7762793002782049,-0.8549332567599339,0.5810231346718036,0.4315860339733263,,,0.8217265686731245
Leon Bailey,Aston Villa,Premier League,"FW,MF",23.0,761.0,1.0,2.0,1.5,0.8,1.5,,,34.0,,61.0,8.0,0.6,66.5,11.0,1.0,2.0,232.0,348.0,0.11826544021024968,0.23653088042049936,0.1773981603153745,0.09461235216819976,0.1773981603153745,4.021024967148489,,7.21419185282523,0.9461235216819974,0.0709592641261498,1.3009198423127464,0.11826544021024968,0.23653088042049936,27.437582128777926,41.156373193166885,-0.04137358092334138,1.3829011851556787,0.3216255683325051,0.04189410073025777,0.416414165576248,1.7244667745024596,,1.2177975205143359,0.14062517935973773,-0.15737450459967195,0.8155270091915789,-1.15621337943047,-0.926339399113159,-0.07188323008924913,-0.44657770135544517,,,-1.2967800298881962
Emi Buendía,Aston Villa,Premier League,"MF,FW",24.0,1899.0,4.0,6.0,3.4,5.8,3.4,,,40.0,,84.0,45.0,5.5,79.6,18.0,9.0,11.0,673.0,1146.0,0.1895734597156398,0.2843601895734597,0.16113744075829384,0.27488151658767773,0.16113744075829384,1.8957345971563981,,3.9810426540284363,2.132701421800948,0.26066350710900477,0.8530805687203792,0.4265402843601896,0.5213270142180095,31.895734597156398,54.31279620853081,0.39185848767874787,1.8349484395381999,0.21156379326979932,2.2304054707992234,0.2954005571557558,0.2291321924194074,,0.21531698592149143,1.9095283522789632,2.3831363868611644,0.021487299266435292,-0.6624569625406812,-0.7553678295272356,0.24531625053281386,0.15587091211138612,,,0.2197465515955904
Matty Cash,Aston Villa,Premier League,DF,23.0,3377.0,4.0,3.0,2.7,2.8,2.7,,,89.0,,174.0,25.0,1.9,70.6,50.0,49.0,100.0,1007.0,2093.0,0.10660349422564405,0.07995262066923305,0.07195735860230974,0.07462244595795084,0.07195735860230974,2.3719277465205804,,4.6372519988155165,0.6662718389102754,0.05063665975718093,1.3325436778205508,1.3058928042641398,2.6650873556411017,26.837429671305895,55.78027835356826,-0.11222576582317052,-0.09696071688837848,-0.39205759678433905,-0.2007882080751578,-0.3682849275516073,0.5641772733407273,,0.41878334466911266,-0.2765665866019058,-0.4295339298734712,0.8715975296975443,0.7459808573146431,0.531595113058768,-0.11458433758937556,0.22306870459135714,,,-0.8221419395001413
Calum Chambers,Aston Villa,Premier League,DF,26.0,831.0,1.0,0.0,0.2,0.1,0.2,,,3.0,,1.0,2.0,0.1,83.5,8.0,5.0,42.0,344.0,573.0,0.10830324909747292,0.0,0.021660649819494587,0.010830324909747294,0.021660649819494587,0.3249097472924188,,0.10830324909747292,0.21660649819494585,0.010830324909747294,0.8664259927797834,0.5415162454873647,4.548736462093863,37.25631768953068,62.057761732851986,-0.10189890042504741,-0.8526137525328835,-0.7324942563685763,-0.9752400267452869,-0.7425971589456198,-0.8760855950238059,,-0.9854769243746276,-0.9469098045763965,-0.9626186181172758,0.04514935231496442,-0.47830272591733364,1.6624055632748094,0.6267240612331506,0.5105223045169711,,,0.6712315644037414
Philippe Coutinho,Aston Villa,Premier League,"MF,FW",29.0,1329.0,5.0,3.0,3.8,2.9,3.8,,,48.0,,62.0,25.0,3.2,82.2,12.0,7.0,4.0,568.0,815.0,0.33860045146726864,0.20316027088036115,0.2573363431151241,0.19638826185101582,0.2573363431151241,3.2505643340857784,,4.198645598194131,1.6930022573363432,0.21670428893905191,0.8126410835214446,0.47404063205417607,0.27088036117381487,38.465011286681715,55.191873589164786,1.2972723858900754,1.0675068655043574,0.862692540390109,1.2774783242287078,1.0113206773832415,1.1823778227906239,,0.2827876476148594,1.2540423137530468,1.7944364675295679,-0.050213775182233696,-0.5863767960156615,-0.9057183865995854,0.7127231346087121,0.19612493468838377,,,0.5207365601343583
Lucas Digne,Aston Villa,Premier League,DF,28.0,1269.0,0.0,4.0,0.5,2.2,0.5,,,34.0,,121.0,29.0,2.0,76.8,10.0,23.0,40.0,495.0,978.0,0.0,0.28368794326241137,0.03546099290780142,0.15602836879432624,0.03546099290780142,2.4113475177304964,,8.581560283687944,2.056737588652482,0.14184397163120568,0.7092198581560283,1.6312056737588652,2.836879432624113,35.1063829787234,69.36170212765957,-0.7598955881507368,1.8285948646160461,-0.6390857050777451,0.7874994355276025,-0.6398938739713949,0.5919126585569171,,1.6417681297478215,1.7962844890063052,0.7919103855168117,-0.2335843829686467,1.267026670354534,0.634726994284004,0.4737552746166046,0.8449786197751264,,,-0.10439653452308137
Danny Ings,Aston Villa,Premier League,FW,29.0,1898.0,7.0,6.0,7.1,1.6,6.3,,,24.0,,117.0,16.0,2.0,67.9,16.0,6.0,22.0,321.0,617.0,0.33192834562697576,0.2845100105374078,0.33667017913593256,0.07586933614330875,0.29873551106427815,1.1380400421496313,,5.547945205479452,0.7586933614330874,0.09483667017913593,0.7586933614330874,0.2845100105374078,1.0432033719704954,15.221285563751316,29.25711275026344,1.2567359885090816,1.8363644364781744,1.3996689505872615,-0.18565065886272944,1.3194166802413434,-0.3039746652387602,,0.701155779880666,-0.1387882541213843,0.16239066872292243,-0.1458655773445251,-0.8899434422954258,-0.4420699668597355,-0.9410780261481099,-0.9914593114052568,,,-1.1347084868288595
Ezri Konsa,Aston Villa,Premier League,DF,23.0,2477.0,2.0,0.0,1.6,0.3,1.6,,,8.0,,7.0,4.0,0.3,87.5,15.0,15.0,86.0,714.0,1237.0,0.07266855066612837,0.0,0.05813484053290271,0.010900282599919257,0.05813484053290271,0.2906742026645135,,0.25433992733144933,0.14533710133225675,0.010900282599919257,0.5450141299959629,0.5450141299959629,3.12474767864352,25.94267258780783,44.94549858700041,-0.31839760874012085,-0.8526137525328835,-0.4856162409276608,-0.9743907234223467,-0.4711532405536617,-0.9001734065254149,,-0.9401963269556649,-1.0531553888147447,-0.9616817478025756,-0.5247287207806657,-0.4727002482762462,0.8075428439924071,-0.17824669193494777,-0.2730690404450144,,,1.1342931160018443
Douglas Luiz,Aston Villa,Premier League,MF,23.0,2715.0,2.0,3.0,2.0,2.5,2.0,,,28.0,,44.0,36.0,2.5,83.3,39.0,34.0,28.0,1006.0,1823.0,0.06629834254143646,0.0994475138121547,0.06629834254143646,0.08287292817679558,0.06629834254143646,0.9281767955801105,,1.4585635359116023,1.1933701657458564,0.08287292817679558,1.292817679558011,1.12707182320442,0.9281767955801105,33.34806629834254,60.430939226519335,-0.35709982571976234,0.08729059419694844,-0.430361027981322,-0.10062535325392266,-0.4103997891499426,-0.4516324980387059,,-0.5668109207554142,0.5092106495040469,0.0021727611966259486,0.8011615005305583,0.4595675850405703,-0.5111238337340025,0.3486502806214617,0.4360281230702193,,,0.648078486823836
Emiliano Martínez,Aston Villa,Premier League,GK,28.0,3240.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,72.2,1.0,0.0,6.0,642.0,1158.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.027777777777777776,0.0,0.16666666666666669,17.833333333333336,32.166666666666664,-0.7598955881507368,-0.8526137525328835,-0.8791058229586382,-1.1067227974279588,-0.9037974912057206,-1.1046890781252832,,-1.019057774616176,-1.2698181630529466,-1.1076578537118076,-1.4418126553439854,-1.345636295728189,-0.968280959639651,-0.7552296950853562,-0.8582272983651512,,,-0.6369173188608991
John McGinn,Aston Villa,Premier League,MF,26.0,3090.0,3.0,4.0,1.5,5.3,1.5,,,52.0,,67.0,53.0,4.9,75.0,64.0,35.0,34.0,991.0,1754.0,0.08737864077669903,0.11650485436893204,0.043689320388349516,0.15436893203883495,0.043689320388349516,1.5145631067961167,,1.9514563106796117,1.5436893203883495,0.14271844660194177,1.8640776699029127,1.0194174757281553,0.9902912621359222,28.864077669902915,51.0873786407767,-0.22902641582059322,0.24850396111177392,-0.5833917165597513,0.7673534709140857,-0.5786579860888669,-0.039056531007587984,,-0.4139830176910371,1.0314525217986228,0.8036213159237068,1.8140318398974113,0.2871402012264212,-0.47383467640088317,0.029612546011722477,0.008175118256488185,,,-0.3127742327422274
Tyrone Mings,Aston Villa,Premier League,DF,28.0,3189.0,1.0,3.0,1.6,1.6,1.6,,,23.0,,17.0,10.0,1.5,80.5,12.0,46.0,153.0,1212.0,2031.0,0.02822201317027281,0.08466603951081844,0.04515522107243651,0.04515522107243651,0.04515522107243651,0.6491063029162747,,0.4797742238946378,0.28222013170272814,0.04233301975540922,0.33866415804327377,1.2982126058325494,4.31796801505174,34.20507996237065,57.318908748824086,-0.588432669524193,-0.05241296815800311,-0.5734696690888573,-0.5585274637820492,-0.5677486329852283,-0.6479839069620623,,-0.8702974512037108,-0.8490956075590407,-0.5407359121358156,-0.8905967487408811,0.7336796678710432,1.523868417156983,0.4096271743109238,0.29352446199421045,,,0.3239354007051642
Marvelous Nakamba,Aston Villa,Premier League,MF,27.0,904.0,0.0,0.0,0.0,0.0,0.0,,,5.0,,0.0,3.0,0.1,85.3,19.0,12.0,17.0,279.0,494.0,0.0,0.0,0.0,0.0,0.0,0.497787610619469,,0.0,0.29867256637168144,0.009955752212389382,1.8915929203539825,1.1946902654867257,1.692477876106195,27.77654867256637,49.18141592920354,-0.7598955881507368,-0.8526137525328835,-0.8791058229586382,-1.1067227974279588,-0.9037974912057206,-0.7544503346567589,,-1.019057774616176,-0.8245689718571283,-0.9743308572747988,1.862817649394262,0.5678704206775301,-0.05229121676220489,-0.04776561356523245,-0.07910123273692582,,,0.8796092626228874
Jacob Ramsey,Aston Villa,Premier League,MF,20.0,2467.0,6.0,1.0,4.0,1.9,4.0,,,91.0,,92.0,19.0,2.0,86.2,44.0,24.0,28.0,905.0,1361.0,0.2188893392784759,0.03648155654641265,0.1459262261856506,0.06931495743818403,0.1459262261856506,3.3198216457235508,,3.3563032022699635,0.6931495743818403,0.0729631130928253,1.6051884880421565,0.8755573571139036,1.0214835832995541,33.01580867450345,49.65139845966762,0.569967194581443,-0.507817062711036,0.10860566335138495,-0.2652224057341176,0.18219745089516112,1.2311066245658135,,0.02160828240321708,-0.23649832681738708,-0.1305390472338514,1.355009366905047,0.05672290299963429,-0.4551090004681961,0.3250100066599895,-0.057580160975925936,,,0.9837981117324612
Matt Targett,Aston Villa,Premier League,DF,25.0,1431.0,1.0,1.0,0.5,1.7,0.5,,,19.0,,79.0,22.0,2.2,74.4,18.0,23.0,35.0,466.0,984.0,0.06289308176100629,0.06289308176100629,0.031446540880503145,0.1069182389937107,0.031446540880503145,1.1949685534591195,,4.968553459119497,1.3836477987421383,0.13836477987421386,1.1320754716981132,1.4465408805031448,2.20125786163522,29.30817610062893,61.886792452830186,-0.3777884969557348,-0.25819486099514916,-0.66625779389445,0.1912905508837852,-0.6697697551677336,-0.26392029296590197,,0.5215077302806777,0.7928689821840519,0.7453172022904495,0.516158144130027,0.9712535043829054,0.2531445050641609,0.06121034186337533,0.5026934132161764,,,-0.38223346548194215
Ollie Watkins,Aston Villa,Premier League,FW,25.0,2952.0,11.0,2.0,11.6,3.4,11.0,,,74.0,,226.0,32.0,2.9,71.6,13.0,12.0,27.0,630.0,1046.0,0.33536585365853655,0.06097560975609756,0.3536585365853659,0.10365853658536585,0.33536585365853655,2.25609756097561,,6.890243902439025,0.975609756097561,0.08841463414634147,0.3963414634146341,0.3658536585365854,0.823170731707317,19.20731707317073,31.890243902439025,1.2776205780079781,-0.2763173881761777,1.5146557917120254,0.15171697319135385,1.5920226937359818,0.4826802296708144,,1.1173531876006941,0.18458208569509227,0.07638704418542178,-0.7883322232137491,-0.7596572741730502,-0.5741620896154388,-0.6574701564085417,-0.870885032982314,,,-0.7063765516006155
Ashley Young,Aston Villa,Premier League,"DF,FW",36.0,1250.0,0.0,2.0,0.4,1.0,0.4,,,27.0,,57.0,12.0,0.7,76.7,6.0,13.0,25.0,428.0,756.0,0.0,0.14400000000000002,0.028800000000000003,0.07200000000000001,0.028800000000000003,1.9440000000000002,,4.104,0.8639999999999999,0.05039999999999999,0.43199999999999994,0.9359999999999999,1.8,30.816,54.432,-0.7598955881507368,0.5083677415319132,-0.684171084020492,-0.23262533792955606,-0.6894655294326906,0.26309128196747533,,0.25344153209695475,0.018198697238316477,-0.4327032669490947,-0.7251079914051488,0.15353243301847816,0.012257504606345804,0.16849266590735268,0.1613293987233428,,,-0.11597307331303328
