player,team,league,position,age,minutes,goals,assists,xg,xag,npxg,shots_p90,shots_on_target_p90,prog_carries,prog_passes,prog_receptions,key_passes,xa,pass_completion_pct,tackles_won,interceptions,clearances,carries,touches,goals_p90,assists_p90,xg_p90,xag_p90,npxg_p90,prog_carries_p90,prog_passes_p90,prog_receptions_p90,key_passes_p90,xa_p90,tackles_won_p90,interceptions_p90,clearances_p90,carries_p90,touches_p90,goals_zscore,assists_zscore,xg_zscore,xag_zscore,npxg_zscore,prog_carries_zscore,prog_passes_zscore,prog_receptions_zscore,key_passes_zscore,xa_zscore,tackles_won_zscore,interceptions_zscore,clearances_zscore,carries_zscore,touches_zscore,shots_zscore,shots_on_target_zscore,pass_completion_zscore
Onel Hernández,Norwich City,Premier League,"FW,MF",26.0,1384.0,1.0,2.0,2.2,0.9,2.2,,,72.0,,124.0,18.0,0.9,74.0,19.0,19.0,10.0,390.0,560.0,0.06502890173410404,0.13005780346820808,0.1430635838150289,0.05852601156069364,0.1430635838150289,4.682080924855492,,8.0635838150289,1.170520231213873,0.05852601156069364,1.2355491329479769,1.2355491329479769,0.6502890173410405,25.36127167630058,36.41618497109827,-0.36481231683567333,0.376596411904252,0.0892296757406066,-0.3962028249310636,0.16089343161912134,2.1895796118861774,,1.4811626966916938,0.47514687527517396,-0.32388007696939214,0.6996217231606596,0.6333130877607699,-0.6779481124935555,-0.21961361881135674,-0.663636686052286,,,-0.4285396206417531
Tim Krul,Norwich City,Premier League,GK,31.0,3240.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,67.5,0.0,1.0,13.0,942.0,1677.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.027777777777777776,0.36111111111111116,26.166666666666668,46.583333333333336,-0.7598955881507368,-0.8526137525328835,-0.8791058229586382,-1.1067227974279588,-0.9037974912057206,-1.1046890781252832,,-1.019057774616176,-1.2698181630529466,-1.1076578537118076,-1.4910639379126245,-1.301145295943447,-0.8515501900865562,-0.16230941612834368,-0.1980705951332605,,,-1.1810146419886705
Moritz Leitner,Norwich City,Premier League,MF,26.0,685.0,0.0,0.0,0.3,0.3,0.3,,,17.0,,23.0,8.0,0.3,85.4,9.0,9.0,10.0,472.0,674.0,0.0,0.0,0.03941605839416058,0.03941605839416058,0.03941605839416058,2.2335766423357666,,3.021897810218978,1.0510948905109487,0.03941605839416058,1.1824817518248176,1.1824817518248176,1.313868613138686,62.01459854014599,88.55474452554745,-0.7598955881507368,-0.8526137525328835,-0.6123155780615404,-0.6282022904032858,-0.6104599522827782,0.4668347203051638,,-0.08207851816842314,0.29711232391939285,-0.5797997305918549,0.6055308061771818,0.5483163374441871,-0.2795815914108599,2.3882864758462974,1.723851377766772,,,0.891185801412841
Jamal Lewis,Norwich City,Premier League,DF,21.0,2304.0,1.0,0.0,0.4,1.0,0.4,,,100.0,,106.0,15.0,1.0,79.3,35.0,25.0,68.0,931.0,1626.0,0.0390625,0.0,0.015625,0.0390625,0.015625,3.90625,,4.140625,0.5859375,0.0390625,1.3671875,0.9765625,2.65625,36.3671875,63.515625,-0.5225712619788411,-0.8526137525328835,-0.7733469585173697,-0.6324945750438428,-0.7875149598618458,1.6437121727041082,,0.26479759620718096,-0.3963258261583725,-0.5845345690804886,0.933022626012583,0.2185004154541478,0.5262897862455099,0.5634620628324746,0.577279636877894,,,0.18501693522573298
Kenny McLean,Norwich City,Premier League,MF,27.0,2968.0,1.0,1.0,1.4,2.6,1.4,,,46.0,,73.0,26.0,2.2,78.4,29.0,38.0,67.0,1271.0,2107.0,0.03032345013477089,0.03032345013477089,0.04245283018867924,0.07884097035040431,0.04245283018867924,1.394878706199461,,2.2136118598382746,0.7884097035040432,0.06671159029649597,0.8793800539083558,1.1522911051212938,2.0316711590296497,38.5411051212938,63.89150943396226,-0.5756653834674322,-0.5660189298271902,-0.5917609837219842,-0.14957429898799635,-0.5878600475544382,-0.12326536462156933,,-0.33269823344264565,-0.09448831243900743,-0.2142591659964336,0.06811750081693528,0.49996070342862986,0.15133657551554341,0.718137243926125,0.5944918423382902,,,0.08082808611616081
Teemu Pukki,Norwich City,Premier League,FW,29.0,2886.0,11.0,3.0,11.2,3.8,9.7,,,46.0,,194.0,28.0,3.1,80.7,6.0,6.0,7.0,447.0,792.0,0.34303534303534305,0.09355509355509356,0.3492723492723493,0.1185031185031185,0.3024948024948025,1.4345114345114345,,6.0498960498960495,0.8731808731808731,0.09667359667359668,0.18711018711018712,0.18711018711018712,0.21829521829521828,13.939708939708941,24.6985446985447,1.3242165818078657,0.03159979610588768,1.48496758758714,0.33193379738056933,1.3473936353517886,-0.09538014476456852,,0.8567922568602448,0.03188517808225237,0.18699070767098266,-1.159308936826573,-1.0459464011282635,-0.937286808175301,-1.0322627584799489,-1.2002016875773398,,,0.34708847828506967
Lukas Rupp,Norwich City,Premier League,"FW,MF",28.0,695.0,0.0,0.0,0.9,0.9,0.9,,,3.0,,23.0,8.0,0.8,75.4,9.0,15.0,4.0,196.0,352.0,0.0,0.0,0.11654676258992806,0.11654676258992806,0.11654676258992806,0.3884892086330935,,2.9784172661870505,1.0359712230215827,0.10359712230215827,1.1654676258992804,1.9424460431654678,0.5179856115107914,25.381294964028775,45.58273381294964,-0.7598955881507368,-0.8526137525328835,-0.09025121394635605,0.30818316219175773,-0.036446926476732255,-0.8313516760284089,,-0.09556023408853467,0.27456656151691344,0.27971025885286444,0.5753639753269684,1.7655328978523326,-0.7573737727184374,-0.21818895320990406,-0.24388926431004043,,,-0.2664680775824164
Marco Stiepermann,Norwich City,Premier League,MF,28.0,1180.0,0.0,0.0,1.5,0.8,1.5,,,35.0,,52.0,11.0,0.5,71.9,8.0,5.0,16.0,358.0,561.0,0.0,0.0,0.11440677966101694,0.061016949152542375,0.11440677966101694,2.669491525423729,,3.9661016949152543,0.8389830508474577,0.03813559322033898,0.6101694915254237,0.3813559322033898,1.2203389830508473,27.305084745762713,42.78813559322034,-0.7598955881507368,-0.8526137525328835,-0.10473583247341785,-0.3659622385310074,-0.052372854925146026,0.7735403868482943,,0.21068434456838392,-0.019095576258817238,-0.5969476639700454,-0.40920525640489036,-0.734827654615629,-0.33573020356258987,-0.08131047632506365,-0.371857316166286,,,-0.6716469352307565
Alexander Tettey,Norwich City,Premier League,"MF,DF",33.0,2338.0,1.0,1.0,0.8,0.5,0.8,,,19.0,,12.0,5.0,0.8,88.6,18.0,43.0,72.0,924.0,1537.0,0.03849443969204448,0.03849443969204448,0.03079555175363559,0.01924721984602224,0.03079555175363559,0.7313943541488452,,0.4619332763045338,0.1924721984602224,0.03079555175363559,0.6928999144568007,1.6552609067579127,2.7715996578272026,35.5688622754491,59.16595380667236,-0.526022513941991,-0.4887927799963147,-0.670664057627002,-0.8730568811805245,-0.6746144696349016,-0.5900867977304693,,-0.8758292722172373,-0.9828882594023765,-0.6952451769656797,-0.2625203966795046,1.3055553595371057,0.5955376084927669,0.5066608770517778,0.37810290195558904,,,1.261635042691322
Tom Trybull,Norwich City,Premier League,MF,26.0,1130.0,0.0,0.0,0.5,0.1,0.5,,,3.0,,2.0,2.0,0.1,92.3,25.0,16.0,35.0,471.0,776.0,0.0,0.0,0.03982300884955752,0.007964601769911504,0.03982300884955752,0.23893805309734512,,0.1592920353982301,0.1592920353982301,0.007964601769911504,1.991150442477876,1.2743362831858407,2.7876106194690267,37.51327433628319,61.80530973451328,-0.7598955881507368,-0.8526137525328835,-0.6095611065065555,-1.0100306005807902,-0.6074313936213318,-0.9365744812603914,,-0.9696671789511733,-1.0323519277485103,-1.0009962565622006,2.0393377329367297,0.6954375351045778,0.6051494638434052,0.6450066380338332,0.4989622204281214,,,1.6899669779195676
Mario Vrančić,Norwich City,Premier League,MF,30.0,636.0,1.0,0.0,1.5,0.9,1.5,,,17.0,,14.0,8.0,1.1,78.0,16.0,10.0,4.0,335.0,551.0,0.14150943396226415,0.0,0.2122641509433962,0.12735849056603774,0.2122641509433962,2.405660377358491,,1.981132075471698,1.1320754716981132,0.15566037735849056,2.2641509433962264,1.4150943396226414,0.5660377358490566,47.405660377358494,77.97169811320755,0.09984536703801772,-0.8526137525328835,0.5576183732246323,0.4394401615904421,0.6758897270506914,0.5879112393666291,,-0.40478165557502555,0.41783495577732493,0.9769390842907313,2.5233802261726783,0.9208863348152725,-0.7285266566761516,1.3488541929568125,1.2392408092312537,,,0.03452193095634985
Christoph Zimmermann,Norwich City,Premier League,DF,26.0,1430.0,0.0,1.0,0.4,0.1,0.4,,,8.0,,0.0,1.0,0.1,80.8,21.0,19.0,87.0,462.0,850.0,0.0,0.06293706293706294,0.025174825174825173,0.006293706293706293,0.025174825174825173,0.5034965034965035,,0.0,0.06293706293706294,0.006293706293706293,1.3216783216783217,1.1958041958041958,5.475524475524476,29.07692307692308,53.49650349650349,-0.7598955881507368,-0.2577791834486192,-0.7087083238868321,-1.0303156768424342,-0.7164443777677573,-0.7504336106057912,,-1.019057774616176,-1.175994091062033,-1.0233728154047754,0.8523327515770306,0.5696545761240621,2.2187839073794127,0.04475658898433628,0.11849187588173243,,,0.35866501707502163
Sofiane Alakouch,Nîmes,Ligue 1,DF,21.0,1400.0,0.0,0.0,0.9,0.4,0.9,,,32.0,,39.0,13.0,1.1,82.0,26.0,23.0,39.0,454.0,984.0,0.0,0.0,0.05785714285714286,0.025714285714285717,0.05785714285714286,2.057142857142857,,2.507142857142857,0.8357142857142857,0.07071428571428572,1.6714285714285715,1.4785714285714284,2.507142857142857,29.185714285714287,63.25714285714285,-0.725961635448117,-0.830615229526186,-0.46431393794610226,-0.7379629294986694,-0.4380341238327675,0.35283138987597995,,-0.297771993921319,0.004479468153058648,-0.14824008273904943,1.2707163276061728,0.8076638613702756,0.6368755134937998,-0.1322818080942863,0.6130673892755695,,,0.41000142696423086
Yassine Benrahou,Nîmes,Ligue 1,"MF,FW",20.0,762.0,2.0,3.0,2.0,3.1,2.0,,,17.0,,46.0,18.0,2.9,66.0,8.0,2.0,0.0,271.0,452.0,0.23622047244094488,0.3543307086614173,0.23622047244094488,0.3661417322834646,0.23622047244094488,2.0078740157480315,,5.433070866141732,2.1259842519685037,0.3425196850393701,0.9448818897637795,0.23622047244094488,0.0,32.00787401574803,53.38582677165355,0.6572014353458432,2.648202348306902,0.6838304841077762,3.2732684650437123,0.8720186926698384,0.31620544940803275,,0.6060874547040689,1.9323446012922059,3.2662524889652556,0.05902158464179007,-1.0144602804107121,-1.0685538091008877,0.06392810039554885,0.12493321169094,,,-1.5828457938030374
Paul Bernardoni,Nîmes,Ligue 1,GK,22.0,2203.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,60.4,0.0,0.0,11.0,314.0,782.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.4493871992737177,12.827961870177033,31.947344530186108,-0.725961635448117,-0.830615229526186,-0.8367467468783462,-1.0409524539476478,-0.862986456420738,-1.1764270559637933,,-1.0722629429510542,-1.2442083838723366,-1.036571969759519,-1.5168006542343229,-1.3609187618032674,-0.7628679545207907,-1.2695502165388963,-0.9351945166658272,,,-2.2803423210715814
Anthony Briançon,Nîmes,Ligue 1,DF,24.0,1737.0,1.0,0.0,2.0,0.4,2.0,,,15.0,,2.0,2.0,0.1,84.2,19.0,39.0,80.0,550.0,1080.0,0.05181347150259068,0.0,0.10362694300518135,0.02072538860103627,0.10362694300518135,0.7772020725388601,,0.10362694300518135,0.10362694300518135,0.0051813471502590676,0.9844559585492227,2.0207253886010363,4.1450777202072535,28.49740932642487,55.95854922279793,-0.422573535291238,-0.830615229526186,-0.16968868699842363,-0.7967467347602156,-0.10186157236373203,-0.598663178541599,,-1.040251153433565,-1.0893735233404245,-0.9714824925088434,0.12502104801440786,1.602827107518538,1.7510450296072442,-0.18013602826405029,0.25215371065651676,,,0.6840179198197306
Lucas Deaux,Nîmes,Ligue 1,MF,30.0,1335.0,2.0,1.0,1.3,1.4,1.3,,,14.0,,24.0,12.0,0.8,78.3,26.0,15.0,19.0,362.0,891.0,0.1348314606741573,0.06741573033707865,0.08764044943820225,0.0943820224719101,0.08764044943820225,0.9438202247191012,,1.6179775280898878,0.8089887640449439,0.05393258426966292,1.752808988764045,1.0112359550561798,1.2808988764044944,24.404494382022474,60.06741573033708,0.06352919597135691,-0.16872784018565842,-0.2725955090450679,0.07114392792500705,-0.2192800516682567,-0.47480098998861625,,-0.5724474068442817,-0.03545264120298242,-0.3590563323996784,1.4064381282201295,0.12223496191092925,-0.19725024661133253,-0.4646948567922537,0.4553361592877558,,,-0.050844492838200264
Kevin Denkey,Nîmes,Ligue 1,FW,18.0,603.0,3.0,1.0,2.0,0.5,2.0,,,6.0,,52.0,6.0,0.4,68.5,5.0,2.0,1.0,122.0,217.0,0.44776119402985076,0.1492537313432836,0.2985074626865672,0.0746268656716418,0.2985074626865672,0.8955223880597015,,7.761194029850746,0.8955223880597015,0.05970149253731343,0.746268656716418,0.2985074626865672,0.1492537313432836,18.208955223880597,32.38805970149254,1.8958549315792406,0.6347573488645345,1.0847787091936694,-0.16162962179887116,1.3295076125792942,-0.5107050957101605,,1.325276755537899,0.09384212729150064,-0.28658575427412336,-0.27221468198764154,-0.9231055564614314,-0.9670272091250165,-0.895438077428342,-0.9134012587221404,,,-1.2714634155581517
Zinedine Ferhat,Nîmes,Ligue 1,"FW,MF",26.0,2246.0,3.0,4.0,4.1,5.6,4.1,,,85.0,,198.0,49.0,4.9,63.4,16.0,16.0,18.0,720.0,1222.0,0.12021371326803205,0.16028495102404275,0.16429207479964378,0.22439893143365983,0.16429207479964378,3.4060552092609084,,7.934105075690115,1.9634906500445237,0.1963490650044524,0.641139804096171,0.641139804096171,0.7212822796081922,28.851291184327696,48.967052537845056,-0.022063420881110542,0.7430618226013374,0.22081945638230455,1.6031235385723777,0.34371503217872285,1.355598698918957,,1.3786913583828566,1.6895537453468605,1.430017824201633,-0.44754282162203607,-0.42057552824627004,-0.5779172480420695,-0.1555324857301568,-0.09357409856761328,,,-1.9066834671777186
Lamine Fomba,Nîmes,Ligue 1,MF,21.0,1373.0,0.0,0.0,1.4,0.5,1.4,,,11.0,,27.0,7.0,0.4,70.3,31.0,25.0,11.0,259.0,621.0,0.0,0.0,0.09176984705025491,0.03277494537509104,0.09176984705025491,0.721048798252003,,1.7698470502549164,0.4588492352512745,0.026219956300072837,2.0320466132556447,1.6387472687545521,0.721048798252003,16.977421704297157,40.70648215586307,-0.725961635448117,-0.830615229526186,-0.24601412123523056,-0.6547676995516447,-0.18895022442881268,-0.6404069342883446,,-0.5255328203797804,-0.5586158604901375,-0.7071898226818106,1.8721353369102094,1.0425896397000738,-0.5780760686493556,-0.9810601195147912,-0.5020572931961491,,,-1.0472681032218345
Loïck Landre,Nîmes,Ligue 1,DF,27.0,929.0,1.0,0.0,0.8,0.1,0.8,,,3.0,,0.0,2.0,0.1,78.1,9.0,17.0,34.0,254.0,485.0,0.0968783638320775,0.0,0.077502691065662,0.00968783638320775,0.077502691065662,0.2906350914962325,,0.0,0.193756727664155,0.00968783638320775,0.8719052744886975,1.6469321851453176,3.293864370290635,24.607104413347688,46.98600645855759,-0.15870100038622376,-0.830615229526186,-0.3378533776592179,-0.9268013952209069,-0.29374041826916886,-0.960371974137668,,-1.0722629429510542,-0.9547055283890952,-0.914870762026017,-0.06268481540057931,1.0545942457097353,1.1720256878908357,-0.45060844797478833,-0.1915363449687535,,,-0.07575508309779147
Pablo Martinez,Nîmes,Ligue 1,DF,30.0,2339.0,2.0,1.0,1.1,0.5,1.1,,,18.0,,2.0,4.0,0.6,80.6,21.0,58.0,97.0,693.0,1344.0,0.07695596408721675,0.038477982043608375,0.04232578024796922,0.019238991021804187,0.04232578024796922,0.6926036767849508,,0.07695596408721675,0.1539119281744335,0.023086789226165024,0.8080376229157761,2.231722958529286,3.7323642582300125,26.665241556220607,51.71440786660967,-0.2753544272629962,-0.45283854514414057,-0.5642910318264932,-0.814260847369746,-0.5521097321865094,-0.6615527395470246,,-1.0484901860498663,-1.0142398907180559,-0.7465495106288904,-0.16919978492609486,1.9122918075907827,1.4703056860631487,-0.3075170076976649,0.0422819536877318,,,0.23562729514709418
Florian Miguel,Nîmes,Ligue 1,DF,22.0,2056.0,1.0,0.0,1.3,1.1,1.3,,,46.0,,99.0,13.0,0.9,74.1,25.0,33.0,32.0,574.0,1248.0,0.04377431906614786,0.0,0.056906614785992224,0.04815175097276265,0.056906614785992224,2.0136186770428015,,4.333657587548639,0.5690661478599222,0.03939688715953307,1.0943579766536966,1.4445525291828791,1.4007782101167314,25.126459143968873,54.63035019455253,-0.46964591075332185,-0.830615229526186,-0.47043259196228265,-0.47358393783453157,-0.44501561481346047,0.3204759704236308,,0.2664635552969917,-0.3939345546721648,-0.5416576711895722,0.3083096114873427,0.7577692180355432,-0.11570494084485163,-0.4145004477491146,0.1864745920155564,,,-0.5739668882896085
Gaëtan Paquiez,Nîmes,Ligue 1,DF,25.0,1530.0,0.0,0.0,0.2,0.5,0.2,,,20.0,,40.0,5.0,0.3,71.1,25.0,33.0,43.0,316.0,963.0,0.0,0.0,0.011764705882352943,0.029411764705882353,0.011764705882352943,1.1764705882352942,,2.3529411764705883,0.29411764705882354,0.01764705882352941,1.4705882352941178,1.9411764705882353,2.5294117647058822,18.588235294117645,56.64705882352941,-0.725961635448117,-0.830615229526186,-0.7610160377272726,-0.6943958083360712,-0.7765763960542662,-0.30185114739529534,,-0.3454070162598329,-0.8047506179508803,-0.8148848678292772,0.9357658204870787,1.4861547588167296,0.6520234528431409,-0.8690687309022544,0.2862003428179796,,,-0.9476257421834713
Romain Philippoteaux,Nîmes,Ligue 1,"FW,MF",31.0,1994.0,5.0,2.0,2.4,1.6,2.4,,,57.0,,131.0,22.0,1.4,71.2,12.0,13.0,10.0,476.0,821.0,0.22567703109327983,0.09027081243731194,0.10832497492477433,0.07221664994984955,0.10832497492477433,2.57271815446339,,5.912738214643932,0.9929789368104314,0.06318956870611835,0.5416248746238715,0.5867602808425276,0.45135406218655966,21.48445336008024,37.05616850551655,0.5954654708018801,0.055663270744229665,-0.1394469374431854,-0.19002901517418774,-0.06735520851280256,0.7361046638521218,,0.754263303121181,0.2394574537320988,-0.2427676027675795,-0.613508367857494,-0.500332574071409,-0.7615300388629221,-0.6677099362027304,-0.6825644146586184,,,-0.9351704470536748
Renaud Ripart,Nîmes,Ligue 1,"FW,DF",26.0,2027.0,4.0,2.0,5.1,1.9,3.6,,,35.0,,134.0,19.0,1.7,66.6,23.0,12.0,37.0,482.0,940.0,0.17760236803157378,0.08880118401578689,0.22644301924025653,0.08436112481499752,0.1598421312284164,1.5540207202762704,,5.949679329057721,0.8436112481499752,0.07548100641341884,1.021213616181549,0.5328071040947212,1.6428219042920573,21.40108534780464,41.73655648741983,0.3139695534467995,0.041234464375742456,0.6208919396185135,-0.046931567126875046,0.31103084130626496,-0.02118433509938624,,0.7656749220000334,0.016278765149541453,-0.08835925454728528,0.18632345519727275,-0.5794643084600203,0.04894001036712515,-0.6735060751970956,-0.4511203682379233,,,-1.5081140230242656
Sidy Sarr,Nîmes,Ligue 1,MF,23.0,1165.0,0.0,2.0,1.6,1.2,1.6,,,7.0,,21.0,10.0,1.7,72.7,18.0,15.0,18.0,269.0,672.0,0.0,0.15450643776824033,0.12360515021459229,0.09270386266094419,0.12360515021459229,0.5407725321888412,,1.6223175965665235,0.7725321888412017,0.13133047210300428,1.390557939914163,1.1587982832618027,1.390557939914163,20.781115879828327,51.91416309012875,-0.725961635448117,0.6863284009795724,-0.041086764037882334,0.051370295138797845,0.044875465369489914,-0.7744224215960416,,-0.5711066999341241,-0.08992446651640845,0.6132367630603931,0.8022956792876476,0.3386608271739452,-0.12265705705101154,-0.7166092884148214,0.05215980086700065,,,-0.7483410201067434
Theo Valls,Nîmes,Ligue 1,MF,23.0,1632.0,1.0,1.0,1.0,2.2,1.0,,,29.0,,35.0,23.0,1.9,77.3,16.0,13.0,6.0,469.0,867.0,0.05514705882352941,0.05514705882352941,0.05514705882352941,0.12132352941176472,0.05514705882352941,1.5992647058823528,,1.9301470588235294,1.2683823529411764,0.10477941176470588,0.8823529411764706,0.7169117647058822,0.33088235294117646,25.863970588235293,47.8125,-0.4030540803179094,-0.2891816114075559,-0.48175904773268885,0.38859370920010605,-0.4579392984529012,0.012449569746508413,,-0.47601394058716173,0.6509532316639437,0.27969519795129266,-0.04526076940148214,-0.30944274566520047,-0.8434782951837909,-0.3632251597313133,-0.1506664405267258,,,-0.17539744413615455
José Arnaiz,Osasuna,La Liga,"FW,MF",24.0,791.0,2.0,1.0,1.4,0.4,1.4,,,17.0,,60.0,5.0,0.2,73.0,2.0,5.0,5.0,179.0,286.0,0.22756005056890014,0.11378002528445007,0.1592920353982301,0.045512010113780026,0.1592920353982301,1.934260429835651,,6.826801517067004,0.5689001264222503,0.022756005056890013,0.22756005056890014,0.5689001264222503,0.5689001264222503,20.36662452591656,32.54108723135272,0.7092773001146121,0.35536140275063843,0.2586854602956475,-0.5074933792524042,0.37926577505068815,0.35543541766181935,,1.183633570141736,-0.354748234674322,-0.770357439979384,-1.0819722395880236,-0.40980695543253864,-0.7144752053715946,-0.5184496517397574,-0.817178407310043,,,-0.4224535895039716
Ezequiel Ávila,Osasuna,La Liga,FW,25.0,1591.0,9.0,2.0,7.7,3.6,7.7,,,33.0,,113.0,21.0,2.7,57.3,12.0,3.0,5.0,308.0,540.0,0.5091137649277184,0.11313639220615965,0.4355751099937146,0.20364550597108738,0.4355751099937146,1.866750471401634,,6.392206159648021,1.1879321181646763,0.15273412947831555,0.6788183532369579,0.16970458830923948,0.28284098051539913,17.423004399748585,30.54682589566311,2.4695510645177605,0.3485851157841826,2.170904116775244,1.542786453058095,2.5363974840269523,0.3044523541556363,,1.0423782833661344,0.6298005306604335,1.068259681866979,-0.2742870245556758,-1.0655863030279937,-0.9075249104676073,-0.7568180407203801,-0.9208110665244797,,,-2.196146586851846
Darko Brašanac,Osasuna,La Liga,MF,27.0,2245.0,0.0,1.0,1.7,1.7,1.7,,,35.0,,84.0,19.0,1.6,74.6,25.0,20.0,21.0,518.0,980.0,0.0,0.0400890868596882,0.06815144766146994,0.06815144766146994,0.06815144766146994,1.4031180400890868,,3.367483296213808,0.7616926503340757,0.06414253897550111,1.0022271714922049,0.8017817371937639,0.841870824053452,20.766146993318486,39.28730512249443,-0.7134280893521948,-0.42047029769577177,-0.37211949396338045,-0.21396175290572247,-0.33233138691643777,-0.045679718762709036,,0.05926125692443388,-0.048118457998516585,-0.18492054269107147,0.3045666372416398,-0.027240177505557666,-0.5302583626955841,-0.4860971324491192,-0.4666082552505747,,,-0.24169506748125902
Marc Cardona,Osasuna,La Liga,FW,24.0,705.0,1.0,2.0,1.8,1.1,1.8,,,19.0,,56.0,10.0,1.4,73.4,0.0,2.0,2.0,164.0,267.0,0.12765957446808512,0.25531914893617025,0.2297872340425532,0.14042553191489363,0.2297872340425532,2.425531914893617,,7.1489361702127665,1.2765957446808511,0.17872340425531916,0.0,0.25531914893617025,0.25531914893617025,20.93617021276596,34.08510638297872,0.0846995440295388,1.8455112275425276,0.746598931785996,0.7231078827217435,0.9296702055388641,0.7264403168274325,,1.2883360756648106,0.7708169323667351,1.435893280228796,-1.4892708694189158,-0.9249427953926305,-0.9260982773607683,-0.47232899689769103,-0.7369427793622695,,,-0.3772639589982927
Pervis Estupiñán,Osasuna,La Liga,DF,21.0,2979.0,1.0,5.0,1.6,3.6,1.6,,,114.0,,184.0,44.0,3.5,72.5,45.0,58.0,61.0,1195.0,2266.0,0.030211480362537763,0.1510574018126888,0.04833836858006042,0.10876132930513595,0.04833836858006042,3.444108761329305,,5.5589123867069485,1.3293051359516617,0.10574018126888217,1.3595166163141994,1.7522658610271904,1.8429003021148036,36.10271903323263,68.45921450151057,-0.5245459203242921,0.7478244523237247,-0.5092503678587447,0.31256566543236547,-0.48702570252566946,1.4956626545735598,,0.7715351902319488,0.8546493784914518,0.403502606892733,0.9440615791931372,1.5341697059156993,0.14529579558707545,0.7558273730741804,1.0493227259137414,,,-0.47894062763606954
Enric Gallego,Osasuna,La Liga,FW,32.0,880.0,3.0,0.0,2.9,0.9,2.9,,,5.0,,46.0,9.0,0.8,57.4,5.0,4.0,8.0,167.0,371.0,0.3068181818181818,0.0,0.29659090909090907,0.09204545454545456,0.29659090909090907,0.5113636363636364,,4.704545454545454,0.9204545454545454,0.08181818181818182,0.5113636363636364,0.40909090909090906,0.8181818181818181,17.079545454545453,37.94318181818181,1.2047991204232213,-0.8425355487639358,1.2089625200582772,0.09583599210541519,1.4512523760498264,-0.7191266064761593,,0.49384274839181563,0.20438679198556367,0.06511183556377885,-0.5740060506796096,-0.6723338984356413,-0.5462451111109828,-0.7846306496644672,-0.5364562083975198,,,-2.184849179225426
David García,Osasuna,La Liga,DF,25.0,2793.0,0.0,0.0,1.7,0.3,1.7,,,6.0,,5.0,6.0,0.3,74.2,16.0,48.0,123.0,636.0,1554.0,0.0,0.0,0.0547798066595059,0.00966702470461869,0.0547798066595059,0.19334049409237378,,0.1611170784103115,0.19334049409237378,0.00966702470461869,0.5155746509129968,1.5467239527389902,3.963480128893663,20.49409237379162,50.07518796992481,-0.7134280893521948,-0.8425355487639358,-0.46466769449698286,-0.9722415357099313,-0.4367329715904748,-0.9592955302164808,,-0.9828947897790018,-0.9520627147857269,-0.9555087759470364,-0.5664689612306285,1.1965152843309517,1.5763890364426465,-0.5081275638878988,0.09398877722733102,,,-0.2868846979869364
Rubén García,Osasuna,La Liga,"MF,FW",26.0,2188.0,8.0,2.0,7.2,4.8,6.4,,,48.0,,151.0,50.0,3.9,70.4,30.0,11.0,23.0,767.0,1356.0,0.3290676416819013,0.08226691042047532,0.2961608775137112,0.19744058500914075,0.263254113345521,1.9744058500914077,,6.211151736745887,2.056672760511883,0.16042047531992687,1.2340036563071297,0.4524680073126143,0.9460694698354661,31.549360146252283,55.77696526508227,1.3439027389261309,0.023585556033164933,1.2059861726797882,1.4623365506488075,1.1909691166307317,0.3857529672183355,,0.9835306818157664,2.011502184579082,1.1769875707461757,0.7194120569720973,-0.6010760749968409,-0.4599389265669037,0.38710560334193667,0.39028411865074436,,,-0.7161861877908801
Aridane Hernández,Osasuna,La Liga,DF,30.0,2610.0,3.0,0.0,2.2,0.2,2.2,,,4.0,,1.0,4.0,0.2,79.7,23.0,34.0,137.0,562.0,1287.0,0.10344827586206896,0.0,0.07586206896551725,0.006896551724137932,0.07586206896551725,0.13793103448275862,,0.034482758620689655,0.13793103448275862,0.006896551724137932,0.7931034482758621,1.1724137931034482,4.724137931034483,19.379310344827587,44.37931034482759,-0.06666948988768663,-0.8425355487639358,-0.3187525118120631,-1.0081621029942116,-0.2721292708974921,-1.0011403789417448,,-1.0240543807689975,-1.0401895253128504,-0.9946987479534719,-0.06973370993358562,0.5816164469229639,2.0897261084553107,-0.5984003521279472,-0.20199998527089943,,,0.33447272146614043
Sergio Herrera,Osasuna,La Liga,GK,26.0,1655.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,1.0,0.1,47.7,1.0,1.0,13.0,306.0,671.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.054380664652567974,0.0054380664652567984,0.054380664652567974,0.054380664652567974,0.7069486404833838,16.6404833836858,36.48942598187311,-0.7134280893521948,-0.8425355487639358,-0.8438113262450437,-1.097579344014706,-0.8644365438408633,-1.1053049622658646,,-1.0352622132380485,-1.1730734708227357,-1.0153298809297018,-1.3919375714744338,-1.2550349320763234,-0.6213118672655562,-0.82018500586788,-0.6120012638368469,,,-3.2806977189881246
