player,team,league,position,age,minutes,goals,assists,xg,xag,npxg,shots_p90,shots_on_target_p90,prog_carries,prog_passes,prog_receptions,key_passes,xa,pass_completion_pct,tackles_won,interceptions,clearances,carries,touches,goals_p90,assists_p90,xg_p90,xag_p90,npxg_p90,prog_carries_p90,prog_passes_p90,prog_receptions_p90,key_passes_p90,xa_p90,tackles_won_p90,interceptions_p90,clearances_p90,carries_p90,touches_p90,goals_zscore,assists_zscore,xg_zscore,xag_zscore,npxg_zscore,prog_carries_zscore,prog_passes_zscore,prog_receptions_zscore,key_passes_zscore,xa_zscore,tackles_won_zscore,interceptions_zscore,clearances_zscore,carries_zscore,touches_zscore,shots_zscore,shots_on_target_zscore,pass_completion_zscore,league_lsc,lsc_adj_goals_p90,lsc_adj_assists_p90,lsc_adj_xg_p90,lsc_adj_xag_p90,lsc_adj_npxg_p90,lsc_adj_shots_p90,lsc_adj_shots_on_target_p90,lsc_adj_prog_carries_p90,lsc_adj_prog_passes_p90,lsc_adj_prog_receptions_p90,lsc_adj_key_passes_p90,lsc_adj_xa_p90,lsc_adj_carries_p90,lsc_adj_touches_p90,lsc_adj_tackles_won_p90,lsc_adj_interceptions_p90,lsc_adj_clearances_p90,team_strength_ratio,poss_adj_touches_p90,pos_gk,pos_df,pos_mf,pos_fw,position_primary,age_curve_score,play_style_progressive,play_style_direct_carry,play_style_defensive,shots_p90_pct,shots_on_target_p90_pct,goals_p90_pct,assists_p90_pct,xg_p90_pct,xag_p90_pct,npxg_p90_pct,prog_carries_p90_pct,prog_passes_p90_pct,prog_receptions_p90_pct,key_passes_p90_pct,xa_p90_pct,tackles_won_p90_pct,interceptions_p90_pct,clearances_p90_pct,carries_p90_pct,touches_p90_pct,poss_adj_touches_p90_pct
Kristoffer Ajer,Brentford,Premier League,DF,26.0,1438,0,0,1.0,1.2,1.0,0.56,0.19,27,56,44,8,0.5,78.3,18,12,50,387,795,0.0,0.0,0.06258692628650904,0.07510431154381085,0.06258692628650904,1.689847009735744,3.5048678720445063,2.753824756606398,0.5006954102920723,0.03129346314325452,1.1265646731571626,0.7510431154381085,3.129346314325452,24.221140472878997,49.75660639777469,-0.7900177606680123,-0.891279865718134,-0.47708896759928027,-0.26122733241216106,-0.46494810559660205,-0.02256734528584382,0.07954481708141613,-0.2030108473247182,-0.5829575908667873,-0.7538796785525774,0.31132782964723754,0.08019588193533854,0.5733367360265549,-0.6331242597549402,-0.29766964153865333,-0.6561859882512786,-0.535645510533831,-0.16878618148201852,1.0,0.0,0.0,0.06258692628650904,0.07510431154381085,0.06258692628650904,0.56,0.19,1.689847009735744,3.5048678720445063,2.753824756606398,0.5006954102920723,0.03129346314325452,24.221140472878997,49.75660639777469,1.1265646731571626,0.7510431154381085,3.129346314325452,0.9512593277210482,51.063801310001416,0,1,0,0,DF,1.0,0.07044025157091136,0.06976744185758468,0.9388038942976356,0.33875338753387535,0.4146341463414634,0.17615176151761516,0.17344173441734417,0.43360433604336046,0.5040650406504065,0.4363143631436314,0.5745257452574526,0.5609756097560976,0.4742547425474255,0.33875338753387535,0.2601626016260163,0.6666666666666666,0.5474254742547425,0.7452574525745257,0.2764227642276423,0.4010840108401084,0.4065040650406504
Manuel Akanji,Manchester City,Premier League,DF,29.0,2014,0,0,1.6,0.4,1.6,0.67,0.09,46,158,7,9,1.3,93.6,12,9,64,1254,1881,0.0,0.0,0.07149950347567031,0.01787487586891758,0.07149950347567031,2.0556107249255215,7.060575968222444,0.3128103277060576,0.4021847070506455,0.05809334657398212,0.5362462760675273,0.4021847070506455,2.859980139026812,56.0377358490566,84.05660377358491,-0.7900177606680123,-0.891279865718134,-0.4160292007412026,-0.9305962656715675,-0.3988262225535832,0.22180544970820507,1.9873555507418417,-0.9625730035338109,-0.7286497890869433,-0.3863259338285834,-0.7292506461303371,-0.646124405032711,0.41792911565439034,2.5262006432896293,1.92378420686544,-0.5421387618099007,-0.7860930439689345,1.712216867852816,1.0,0.0,0.0,0.07149950347567031,0.01787487586891758,0.07149950347567031,0.67,0.09,2.0556107249255215,7.060575968222444,0.3128103277060576,0.4021847070506455,0.05809334657398212,56.0377358490566,84.05660377358491,0.5362462760675273,0.4021847070506455,2.859980139026812,1.122901446221945,77.85437523708507,0,1,0,0,DF,0.9759437387837656,0.08399787347055838,0.03668261562932945,0.4692154915590864,0.3902439024390244,0.23577235772357724,0.17615176151761516,0.17344173441734417,0.4959349593495935,0.1951219512195122,0.4986449864498645,0.6666666666666666,0.967479674796748,0.21680216802168023,0.2764227642276423,0.44173441734417346,0.24390243902439024,0.3035230352303523,0.6937669376693767,0.986449864498645,0.9701897018970189,0.9512195121951219
Nathan Aké,Manchester City,Premier League,DF,29.0,678,0,0,0.2,0.0,0.2,0.4,0.0,12,50,2,1,0.2,93.9,7,3,22,403,596,0.0,0.0,0.02654867256637168,0.0,0.02654867256637168,1.592920353982301,6.6371681415929205,0.2654867256637168,0.1327433628318584,0.02654867256637168,0.9292035398230089,0.39823008849557523,2.920353982300885,53.49557522123894,79.11504424778761,-0.7900177606680123,-0.891279865718134,-0.7239858329414267,-1.1396650158946402,-0.7323137785083008,-0.0873256490547271,1.7601766107079482,-0.9772985277999885,-1.1271395007523115,-0.8189533028081535,-0.036568743312531723,-0.6543578877715809,0.45276108854609987,2.2737691280993744,1.6037420125344843,-0.8220728630751012,-1.0114958240605274,1.749099280584873,1.0,0.0,0.0,0.02654867256637168,0.0,0.02654867256637168,0.4,0.0,1.592920353982301,6.6371681415929205,0.2654867256637168,0.1327433628318584,0.02654867256637168,53.49557522123894,79.11504424778761,0.9292035398230089,0.39823008849557523,2.920353982300885,1.122901446221945,73.27743526679906,0,1,0,0,DF,0.9759437387837656,0.08389261744860405,0.029776674937408643,0.6637168141592921,0.2073170731707317,0.06639566395663957,0.17615176151761516,0.17344173441734417,0.22493224932249323,0.037940379403794036,0.22493224932249323,0.5474254742547425,0.9566395663956639,0.2005420054200542,0.11653116531165311,0.23035230352303523,0.5311653116531165,0.3008130081300813,0.7100271002710027,0.978319783197832,0.940379403794038,0.8997289972899729
Kevin Akpoguma,Hoffenheim,Bundesliga,DF,29.0,2220,0,0,0.1,0.3,0.1,0.2,0.04,14,98,16,7,0.6,87.1,27,29,115,892,1692,0.0,0.0,0.004054054054054054,0.012162162162162163,0.004054054054054054,0.5675675675675675,3.972972972972973,0.6486486486486487,0.28378378378378377,0.024324324324324326,1.0945945945945947,1.1756756756756757,4.662162162162162,36.16216216216216,68.5945945945946,-0.7696298623010193,-0.9032492487568731,-0.8608203227757919,-1.009310020278404,-0.8899081654612684,-0.7529338299012265,0.30936951461785966,-0.9396433560956752,-0.9159661259640768,-0.9979734796538147,0.46918002521476365,0.7427522896212136,1.174620314426125,0.5621506138616642,0.7412274725022662,-1.025803413335211,-0.8923369017267874,1.1872229648755936,0.88,0.0,0.0,0.003567567567567568,0.010702702702702703,0.003567567567567568,0.17600000000000002,0.0352,0.49945945945945946,3.496216216216216,0.5708108108108109,0.24972972972972973,0.021405405405405406,31.822702702702703,60.36324324324325,1.2438574938574942,1.335995085995086,5.297911547911548,0.8373409205245362,69.61629110586128,0,1,0,0,DF,0.9759437387837656,0.057919621748564604,0.015695067264139974,1.135135135135135,0.10151515151515152,0.16363636363636364,0.16515151515151516,0.1712121212121212,0.08484848484848485,0.1606060606060606,0.08787878787878788,0.24848484848484848,0.6727272727272727,0.25757575757575757,0.22424242424242424,0.1393939393939394,0.6848484848484848,0.7515151515151515,0.8424242424242424,0.7757575757575758,0.8,0.8212121212121212
Carlos Alcaraz,Everton,Premier League,"FW,MF",21.0,764,2,3,1.7,1.6,1.7,3.06,1.3,19,42,21,13,0.7,80.6,5,5,10,211,378,0.23560209424083772,0.3534031413612565,0.20026178010471204,0.1884816753926702,0.20026178010471204,2.238219895287958,4.947643979057592,2.473821989528796,1.5314136125654452,0.08246073298429318,0.5890052356020943,0.5890052356020943,1.1780104712041886,24.856020942408378,44.52879581151832,0.6440193895575249,2.4697271298007335,0.46611682999903375,1.0648609681329428,0.5564534922714788,0.34380966034965527,0.853664533541578,-0.2901383558670525,0.9414209354615569,-0.052133281558407685,-0.636250261987211,-0.25716562792820785,-0.5524633373871842,-0.570081886612067,-0.6362510069633946,1.9357964308709479,2.2443221105958173,0.11397898279707395,1.0,0.23560209424083772,0.3534031413612565,0.20026178010471204,0.1884816753926702,0.20026178010471204,3.06,1.3,2.238219895287958,4.947643979057592,2.473821989528796,1.5314136125654452,0.08246073298429318,24.856020942408378,44.52879581151832,0.5890052356020943,0.5890052356020943,1.1780104712041886,0.9100095926339222,46.97954023454814,0,0,1,1,FW,0.49410588440130926,0.11111111110861586,0.09004739336130614,0.5890052356020943,0.94579945799458,0.967479674796748,0.7831978319783198,0.964769647696477,0.7560975609756098,0.8346883468834688,0.7696476964769647,0.7046070460704607,0.8211382113821138,0.45257452574525747,0.8211382113821138,0.5853658536585366,0.27371273712737126,0.44715447154471544,0.4146341463414634,0.2899728997289973,0.3062330623306233,0.34417344173441733
Trent Alexander-Arnold,Liverpool,Premier League,DF,25.0,2365,3,6,1.9,7.3,1.9,1.71,0.3,51,232,94,52,7.4,73.5,50,31,55,1183,2252,0.11416490486257927,0.22832980972515854,0.0723044397463002,0.27780126849894293,0.0723044397463002,1.9408033826638478,8.828752642706132,3.5771670190274842,1.9788583509513744,0.2816067653276956,1.9027484143763214,1.1797040169133193,2.0930232558139537,45.01902748414376,85.69978858350952,-0.0951312599667585,1.280229093754521,-0.4105146093971812,2.109563926525718,-0.3928544479687415,0.14510076318738166,2.936068534862787,0.05318576369833183,1.6031683940877028,2.6791050883375886,1.6795387787607337,0.9726642917139539,-0.02455756262293329,1.432064726952095,2.030205766600616,0.5361259245449455,-0.26015322375521727,-0.7589047851949076,1.0,0.11416490486257927,0.22832980972515854,0.0723044397463002,0.27780126849894293,0.0723044397463002,1.71,0.3,1.9408033826638478,8.828752642706132,3.5771670190274842,1.9788583509513744,0.2816067653276956,45.01902748414376,85.69978858350952,1.9027484143763214,1.1797040169133193,2.0930232558139537,1.551774649304229,83.77248928432874,0,1,0,0,DF,1.0,0.10301953818707499,0.04311073541747012,1.5412262156448202,0.7262872628726287,0.5338753387533876,0.6205962059620597,0.8997289972899729,0.5013550135501355,0.9701897018970189,0.5040650406504065,0.6449864498644986,0.994579945799458,0.5609756097560976,0.926829268292683,0.986449864498645,0.943089430894309,0.8075880758807588,0.5880758807588076,0.8997289972899729,0.981029810298103,0.983739837398374
Alisson,Liverpool,Premier League,GK,31.0,2508,0,0,0.0,0.6,0.0,0.0,0.0,0,1,0,1,0.2,82.8,0,0,13,658,1011,0.0,0.0,0.0,0.021531100478468897,0.0,0.0,0.03588516746411483,0.0,0.03588516746411483,0.007177033492822967,0.0,0.0,0.4665071770334928,23.612440191387563,36.2799043062201,-0.7900177606680123,-0.891279865718134,-0.9058698966514711,-0.8878322031259389,-0.9292768100897674,-1.1515821155650607,-1.7817335161413719,-1.0599091291149787,-1.2703877259139968,-1.0846305211933964,-1.6745139740950574,-1.4834695995757803,-0.9629567251016377,-0.693566992079657,-1.1704939568604054,-1.2367900501346574,-1.0114958240605274,0.3844500094988153,1.0,0.0,0.0,0.0,0.021531100478468897,0.0,0.0,0.0,0.0,0.03588516746411483,0.0,0.03588516746411483,0.007177033492822967,23.612440191387563,36.2799043062201,0.0,0.0,0.4665071770334928,1.551774649304229,35.4640069125458,1,0,0,0,GK,0.875,0.0009891196834544377,0.0,0.0,0.03929539295392954,0.06639566395663957,0.17615176151761516,0.17344173441734417,0.044715447154471545,0.21138211382113822,0.044715447154471545,0.03929539295392954,0.04336043360433604,0.04607046070460705,0.05962059620596206,0.0948509485094851,0.02710027100271003,0.036585365853658534,0.10298102981029811,0.25203252032520324,0.11653116531165311,0.0975609756097561
Edson Álvarez,West Ham,Premier League,MF,26.0,1772,0,1,0.4,0.8,0.4,0.61,0.05,24,85,18,12,0.9,85.8,27,18,46,687,1239,0.0,0.05079006772009029,0.020316027088036117,0.040632054176072234,0.020316027088036117,1.2189616252821671,4.317155756207675,0.9142212189616252,0.6094808126410836,0.045711060948081264,1.371331828442438,0.9142212189616252,2.3363431151241536,34.89277652370203,62.92889390519187,-0.7900177606680123,-0.40824575274288677,-0.7666854776950263,-0.6644229583898227,-0.7785534066899543,-0.33717366828062934,0.515376865807403,-0.7754340223293859,-0.4220696479226699,-0.5561459056880051,0.7427889438914727,0.419931327974718,0.11582294462807853,0.42654806322520344,0.5554391343901044,-0.6043463398688342,-0.8862720573429758,0.7532741368193712,1.0,0.0,0.05079006772009029,0.020316027088036117,0.040632054176072234,0.020316027088036117,0.61,0.05,1.2189616252821671,4.317155756207675,0.9142212189616252,0.6094808126410836,0.045711060948081264,34.89277652370203,62.92889390519187,1.371331828442438,0.9142212189616252,2.3363431151241536,0.7939319340659631,63.702974608061695,0,0,1,0,MF,1.0,0.0686037126704191,0.03493449781559269,1.1427765237020315,0.36314363143631434,0.15989159891598917,0.17615176151761516,0.4444444444444444,0.17886178861788618,0.3333333333333333,0.17886178861788618,0.44986449864498645,0.7289972899728997,0.3224932249322493,0.4037940379403794,0.3794037940379404,0.7642276422764228,0.6829268292682927,0.6314363143631436,0.7046070460704607,0.7208672086720868,0.7371273712737128
Nadiem Amiri,Mainz 05,Bundesliga,MF,27.0,2473,7,5,5.5,6.6,3.9,2.18,0.87,50,204,64,63,9.2,77.0,23,16,30,1134,2093,0.2547513141932875,0.1819652244237768,0.20016174686615446,0.24019409623938534,0.1419328750505459,1.8196522442377678,7.424181156490093,2.329154872624343,2.2927618277395876,0.3348160129397493,0.8370400323493732,0.5822887181560857,1.0917913465426607,41.26971289931257,76.17064294379296,0.5944913875262862,0.7431152940781832,0.38908509840399413,1.6621185317999843,0.08270025861933965,0.3397160208526779,2.132881005441664,-0.40504662310477696,2.0578793214643483,2.6105273719138817,-0.060766032038494726,-0.36030393750746886,-0.6854471133859433,1.0434741028840457,1.1925619448155558,0.9887436404750952,1.1010655726469754,-0.02934659238024968,0.88,0.22418115649009301,0.1601293974929236,0.17614233724221592,0.2113708046906591,0.12490093004448038,1.9184,0.7656,1.6012939749292356,6.533279417711282,2.049656287909422,2.017630408410837,0.2946380913869794,36.317347351395064,67.03016579053781,0.9511818549424697,0.6616917251773702,1.2406719847075691,1.21088292353992,77.81381966209656,0,0,1,0,MF,1.0,0.09746774964038309,0.04409171075730905,0.7096643752527294,0.8090909090909091,0.8560606060606061,0.8121212121212121,0.7787878787878788,0.7545454545454545,0.9272727272727272,0.6696969696969697,0.7121212121212122,0.9696969696969697,0.43333333333333335,0.9666666666666667,0.9818181818181818,0.4575757575757576,0.41818181818181815,0.3212121212121212,0.8575757575757575,0.8878787878787879,0.9212121212121213
Mohamed Amoura,Wolfsburg,Bundesliga,FW,24.0,2467,10,9,8.7,4.0,7.2,2.66,0.91,81,61,244,35,3.7,70.3,22,9,24,628,1106,0.36481556546412647,0.3283340089177138,0.31738954195379,0.1459262261856506,0.2626672071341711,2.9550060802594245,2.2253749493311714,8.901499797324686,1.2768544791244427,0.13498175922172678,0.8025942440210783,0.3283340089177138,0.8755573571139036,22.910417511147145,40.34860154033239,1.183854329501011,2.0674143612860814,1.1362442459718545,0.557756194900803,0.9343700626660923,1.330499010690909,-0.6140071430615296,1.6857246425450738,0.5540543031782381,0.2880752704438279,-0.13164192549745005,-0.8323842889277174,-0.7980992218903935,-0.6866624277134902,-0.9414954699218298,1.4771186838230483,1.1971331617734218,-0.836377882837097,0.88,0.3210376976084313,0.28893392784758815,0.2793027969193352,0.12841507904337252,0.23114714227807054,2.3408,0.8008000000000001,2.6004053506282934,1.9583299554114308,7.833319821645723,1.1236319416295095,0.11878394811511957,20.161167409809487,35.5067693554925,0.9120389136603163,0.3731068283155839,0.9949515421748906,0.8853139600847255,41.417577435266416,0,0,0,1,FW,1.0,0.0551537070510743,0.12898089171411542,0.565464126469396,0.9090909090909091,0.8636363636363636,0.8727272727272727,0.9606060606060606,0.8696969696969697,0.7636363636363637,0.8303030303030303,0.8939393939393939,0.25757575757575757,0.9545454545454546,0.7393939393939394,0.7,0.42424242424242425,0.24242424242424243,0.25757575757575757,0.23939393939393938,0.1787878787878788,0.20606060606060606
Joachim Andersen,Fulham,Premier League,DF,28.0,2583,0,0,1.0,0.5,1.0,0.66,0.14,16,112,2,4,0.5,82.7,18,34,188,1350,2336,0.0,0.0,0.03484320557491289,0.017421602787456445,0.03484320557491289,0.5574912891986062,3.902439024390244,0.06968641114982578,0.13937282229965156,0.017421602787456445,0.627177700348432,1.1846689895470384,6.550522648083624,47.038327526132406,81.39372822299651,-0.7900177606680123,-0.891279865718134,-0.6671602659983351,-0.935897854188645,-0.6707771286878427,-0.7791129534569144,0.29286112182933693,-1.0382250456106956,-1.1173348755583656,-0.9441287978534472,-0.5689620910979919,0.9830013231897902,2.5471438493861522,1.632577221577788,1.7513219447007324,-0.5525066914863896,-0.6608692772513827,0.3721558719214641,1.0,0.0,0.0,0.03484320557491289,0.017421602787456445,0.03484320557491289,0.66,0.14,0.5574912891986062,3.902439024390244,0.06968641114982578,0.13937282229965156,0.017421602787456445,47.038327526132406,81.39372822299651,0.627177700348432,1.1846689895470384,6.550522648083624,1.0678831691106094,80.68125277800559,0,1,0,0,DF,1.0,0.047945205478863,0.01185185185159989,0.9059233449477352,0.38482384823848237,0.33875338753387535,0.17615176151761516,0.17344173441734417,0.2845528455284553,0.1897018970189702,0.2845528455284553,0.2222222222222222,0.6449864498644986,0.1002710027100271,0.12466124661246612,0.16531165311653118,0.2953929539295393,0.8157181571815718,0.975609756097561,0.940379403794038,0.9566395663956639,0.978319783197832
Elliot Anderson,Nott'ham Forest,Premier League,MF,21.0,2728,2,6,2.1,3.3,2.1,1.32,0.23,52,143,94,37,3.6,78.3,56,31,76,932,1831,0.06598240469208211,0.19794721407624635,0.06928152492668622,0.10887096774193547,0.06928152492668622,1.715542521994135,4.717741935483871,3.101173020527859,1.220674486803519,0.1187683284457478,1.847507331378299,1.0227272727272727,2.5073313782991202,30.747800586510262,60.40689149560117,-0.3884032508541156,0.9912783047924343,-0.43122449725564777,0.1337154164116146,-0.4152812742288946,-0.005399748040368577,0.7303108794854769,-0.09492766961956842,0.4818539562845561,0.4458163721509341,1.5821630536778235,0.6458400239213681,0.2144725952834745,0.014960162443856097,0.39210058083030797,0.13177666716187822,-0.4354664971597896,-0.16878618148201852,1.0,0.06598240469208211,0.19794721407624635,0.06928152492668622,0.10887096774193547,0.06928152492668622,1.32,0.23,1.715542521994135,4.717741935483871,3.101173020527859,1.220674486803519,0.1187683284457478,30.747800586510262,60.40689149560117,1.847507331378299,1.0227272727272727,2.5073313782991202,0.8197912513989281,65.19043079198052,0,0,1,0,MF,0.49410588440130926,0.07809939923409762,0.05579399141449445,1.4351173020527859,0.6327913279132791,0.47560975609756095,0.508130081300813,0.8441734417344173,0.47696476964769646,0.6422764227642277,0.4796747967479675,0.5907859078590786,0.7913279132791328,0.5149051490514905,0.6910569105691057,0.7208672086720868,0.9349593495934959,0.7493224932249323,0.6558265582655827,0.5826558265582655,0.6639566395663956,0.7831978319783198
André,Wolves,Premier League,MF,23.0,2472,0,0,0.4,0.8,0.4,0.36,0.04,10,109,11,18,0.7,92.9,55,37,30,912,1623,0.0,0.0,0.014563106796116505,0.02912621359223301,0.014563106796116505,0.36407766990291257,3.9684466019417473,0.40048543689320387,0.6553398058252428,0.025485436893203883,2.0024271844660193,1.3470873786407767,1.0922330097087378,33.20388349514563,59.08980582524272,-0.7900177606680123,-0.891279865718134,-0.8060985413153788,-0.7989979746735493,-0.8212339820863416,-0.9083357953472864,0.3282774050419675,-0.9352914380536523,-0.35424658600838227,-0.833535315980229,1.8552466393977984,1.3211550501437648,-0.601951626545219,0.25884433060987455,0.30679896989901695,-0.8635445817810569,-0.9113168106864862,1.6261579048113544,1.0,0.0,0.0,0.014563106796116505,0.02912621359223301,0.014563106796116505,0.36,0.04,0.36407766990291257,3.9684466019417473,0.40048543689320387,0.6553398058252428,0.025485436893203883,33.20388349514563,59.08980582524272,2.0024271844660193,1.3470873786407767,1.0922330097087378,0.8680708584592879,60.24513621830787,0,0,1,0,MF,0.8184875533567997,0.06715958102166071,0.010964912280371523,1.674757281553398,0.1937669376693767,0.14498644986449866,0.17615176151761516,0.17344173441734417,0.13550135501355012,0.26558265582655827,0.13821138211382114,0.15447154471544716,0.6693766937669376,0.24661246612466126,0.4363143631436314,0.2222222222222222,0.959349593495935,0.8915989159891599,0.3956639566395664,0.6612466124661247,0.6341463414634146,0.6422764227642277
Robert Andrich,Leverkusen,Bundesliga,"MF,DF",29.0,1598,2,2,1.3,0.3,1.3,1.18,0.28,8,65,17,9,1.0,88.4,12,29,23,526,1114,0.11264080100125157,0.11264080100125157,0.07321652065081352,0.016896120150187734,0.07321652065081352,0.45056320400500627,3.6608260325406756,0.9574468085106382,0.506883604505632,0.056320400500625784,0.6758448060075094,1.6332916145181475,1.295369211514393,29.62453066332916,62.740926157697125,-0.16647022510757628,0.11588955335353843,-0.4200087426595348,-0.9538509873814222,-0.40203049754943243,-0.8550393845544303,0.1444407411459235,-0.8414095709060712,-0.5857164310150155,-0.6261185400131765,-0.39244245004961537,1.5934216624088053,-0.5793885062516758,-0.05394030033579829,0.39250182645439846,-0.028704366499807003,-0.31593136696810886,1.3438111257105056,0.88,0.09912390488110139,0.09912390488110139,0.06443053817271589,0.014868585732165207,0.06443053817271589,1.0384,0.24640000000000004,0.39649561952440554,3.2215269086357945,0.8425531914893617,0.44605757196495616,0.04956195244055069,26.06958698372966,55.21201501877347,0.7680054613721699,1.8560131983160768,1.4720104676299923,1.312950146058434,59.28028045211741,0,1,1,0,MF,0.9759437387837656,0.058348294433540386,0.015209125474771776,1.1545682102628285,0.6090909090909091,0.5287878787878788,0.5969696969696969,0.6454545454545455,0.49696969696969695,0.1787878787878788,0.5060606060606061,0.20909090909090908,0.6060606060606061,0.2924242424242424,0.34545454545454546,0.3,0.32727272727272727,0.9454545454545454,0.3939393939393939,0.5909090909090909,0.6787878787878788,0.5787878787878787
Waldemar Anton,Dortmund,Bundesliga,DF,28.0,1949,2,2,1.7,0.8,1.7,0.88,0.14,32,117,28,6,1.8,90.4,21,30,112,1386,2126,0.09235505387378141,0.09235505387378141,0.07850179579271421,0.03694202154951257,0.07850179579271421,1.4776808619805026,5.402770651616214,1.29297075423294,0.27706516162134426,0.0831195484864033,0.969728065674705,1.3853258081067215,5.17188301693176,64.00205233453052,98.17342226782965,-0.2750946646431836,-0.06764955364530953,-0.38632269007506004,-0.7190102245426115,-0.36474773657537946,0.04128973487719023,1.0648303149866465,-0.734673872659736,-0.9259115526903045,-0.314661738192805,0.2122537874997755,1.1324741754258631,1.4401712076514679,3.185715951019788,2.503352522952593,-0.33393876859227756,-0.6521679289106713,1.5847159885334452,0.88,0.08127244740892764,0.08127244740892764,0.06908158029758851,0.032508978963571064,0.06908158029758851,0.7744,0.12320000000000002,1.3003591585428422,4.754438173422268,1.1378142637249873,0.24381734222678295,0.0731452026680349,56.321806054386855,86.3926115956901,1.101963710993983,1.5742338728485472,5.87713979196791,1.2441796019930424,92.76173850963761,0,1,0,0,DF,1.0,0.05503292568147142,0.02308802308766235,1.1775269368907133,0.5106060606060606,0.3303030303030303,0.5333333333333333,0.5818181818181818,0.5181818181818182,0.30606060606060603,0.5272727272727272,0.5818181818181818,0.8757575757575757,0.3424242424242424,0.22121212121212122,0.45454545454545453,0.5727272727272728,0.8575757575757575,0.8909090909090909,0.9848484848484849,0.9848484848484849,0.9878787878787879
Michail Antonio,West Ham,Premier League,FW,34.0,836,1,1,2.2,1.6,2.2,2.05,0.43,29,18,59,9,0.9,60.6,2,0,2,173,296,0.10765550239234449,0.10765550239234449,0.23684210526315794,0.1722488038277512,0.23684210526315794,3.1220095693779903,1.937799043062201,6.351674641148325,0.9688995215311005,0.09688995215311004,0.21531100478468898,0.0,0.21531100478468898,18.624401913875598,31.86602870813397,-0.13475198149797032,0.132567560349017,0.7167274085512935,0.874997486254969,0.8278407611238429,0.934284176752142,-0.7612640039606542,0.9165198623935378,0.10949189875823921,0.14575987542678615,-1.2949764257455865,-1.4834695995757803,-1.1078813776958347,-1.1888693134362147,-1.4563604782572959,0.8886355335455681,0.06542856971041722,-2.3448485326732977,1.0,0.10765550239234449,0.10765550239234449,0.23684210526315794,0.1722488038277512,0.23684210526315794,2.05,0.43,3.1220095693779903,1.937799043062201,6.351674641148325,0.9688995215311005,0.09688995215311004,18.624401913875598,31.86602870813397,0.21531100478468898,0.0,0.21531100478468898,0.7939319340659631,32.258008868109854,0,0,0,1,FW,0.6464466094067263,0.060810810808902487,0.16763005779446763,0.10765550239234449,0.8143631436314364,0.6504065040650406,0.6097560975609756,0.6422764227642277,0.7967479674796748,0.7886178861788617,0.8184281842818428,0.8482384823848238,0.21951219512195122,0.8346883468834688,0.6151761517615176,0.6612466124661247,0.0975609756097561,0.036585365853658534,0.013550135501355014,0.0948509485094851,0.07317073170731707,0.07588075880758807
Cameron Archer,Southampton,Premier League,FW,23.0,1441,2,0,5.7,0.5,4.9,1.75,0.62,22,14,66,5,0.7,81.7,8,2,11,226,398,0.12491325468424705,0.0,0.3560027758501041,0.031228313671061762,0.3060374739764053,1.3740458015267174,0.8743927827897293,4.122137404580153,0.31228313671061764,0.04371963913948646,0.4996530187369882,0.12491325468424705,0.6870229007633587,14.115197779319915,24.857737682165162,-0.0297093756768185,-0.891279865718134,1.5330931589135444,-0.7744113179858368,1.3411971091328154,-0.23355936201034558,-1.3318333034400647,0.22276234473761808,-0.8616095282351106,-0.5834577611655114,-0.793755083268804,-1.2234012486142964,-0.8357327934349761,-1.6366243528041258,-1.9102554129943434,0.5775976432509011,0.5412788832371137,0.2492144961479455,1.0,0.12491325468424705,0.0,0.3560027758501041,0.031228313671061762,0.3060374739764053,1.75,0.62,1.3740458015267174,0.8743927827897293,4.122137404580153,0.31228313671061764,0.04371963913948646,14.115197779319915,24.857737682165162,0.4996530187369882,0.12491325468424705,0.6870229007633587,0.6927987649729233,24.102788085422905,0,0,0,1,FW,0.8184875533567997,0.035175879395569834,0.09734513273646635,0.31228313671061764,0.7317073170731707,0.7466124661246613,0.6504065040650406,0.17344173441734417,0.9024390243902439,0.2845528455284553,0.8780487804878049,0.491869918699187,0.0948509485094851,0.6287262872628726,0.22493224932249323,0.35501355013550134,0.21138211382113822,0.12737127371273713,0.2140921409214092,0.032520325203252036,0.02168021680216802,0.016260162601626018
